ExperimentKey,TransfectionDate,PlateNum,CloneKey,Odor1K,Odor2K,Odor3K,Odor4K,Odor5K,Odor1C,Odor2C,Odor3C,Odor4C,Odor5C,PlateLocation,LucData,RLData,Notes,384Location,LabNoteBook,TransfectionType,CellType
393170,11-Jan-17,1.00,999.00,77.00,1280.00,,,,0.00,0.00,,,,P24,3659.00,4210.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,E Cells
393171,11-Jan-17,4.00,5855.00,1.00,811.00,,,,0.00,0.00,,,,A1,1784.00,2002.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393172,11-Jan-17,4.00,830.00,817.00,967.00,,,,0.00,0.00,,,,B1,2497.00,2258.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393173,11-Jan-17,4.00,830.00,817.00,770.00,,,,0.00,0.00,,,,C1,2798.00,2263.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393174,11-Jan-17,4.00,830.00,817.00,968.00,,,,0.00,0.00,,,,D1,2915.00,2059.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393175,11-Jan-17,4.00,830.00,817.00,771.00,,,,0.00,0.00,,,,E1,2521.00,2049.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393176,11-Jan-17,4.00,830.00,817.00,969.00,,,,0.00,0.00,,,,F1,3181.00,2130.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393177,11-Jan-17,4.00,830.00,817.00,772.00,,,,0.00,0.00,,,,G1,3919.00,2114.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393178,11-Jan-17,4.00,830.00,817.00,970.00,,,,0.00,0.00,,,,H1,2991.00,1983.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393179,11-Jan-17,4.00,830.00,817.00,773.00,,,,0.00,0.00,,,,I1,2825.00,2019.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393180,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J1,3535.00,1869.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393181,11-Jan-17,4.00,830.00,817.00,774.00,,,,0.00,0.00,,,,K1,2808.00,1751.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393182,11-Jan-17,4.00,830.00,817.00,972.00,,,,0.00,0.00,,,,L1,2682.00,1861.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393183,11-Jan-17,4.00,830.00,817.00,775.00,,,,0.00,0.00,,,,M1,2836.00,1821.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393184,11-Jan-17,4.00,830.00,817.00,973.00,,,,0.00,0.00,,,,N1,3134.00,1682.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393185,11-Jan-17,4.00,830.00,817.00,776.00,,,,0.00,0.00,,,,O1,1240.00,1319.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393186,11-Jan-17,4.00,830.00,817.00,974.00,,,,0.00,0.00,,,,P1,781.00,1134.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393187,11-Jan-17,4.00,5855.00,1.00,811.00,,,,0.00,0.00,,,,A2,2969.00,2098.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393188,11-Jan-17,4.00,830.00,817.00,1181.00,,,,0.00,0.00,,,,B2,2695.00,2102.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393189,11-Jan-17,4.00,830.00,817.00,872.00,,,,0.00,0.00,,,,C2,3393.00,2191.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393190,11-Jan-17,4.00,830.00,817.00,1182.00,,,,0.00,0.00,,,,D2,3022.00,1864.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393191,11-Jan-17,4.00,830.00,817.00,873.00,,,,0.00,0.00,,,,E2,3179.00,1953.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393192,11-Jan-17,4.00,830.00,817.00,1183.00,,,,0.00,0.00,,,,F2,3429.00,1876.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393193,11-Jan-17,4.00,830.00,817.00,874.00,,,,0.00,0.00,,,,G2,2925.00,1855.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393194,11-Jan-17,4.00,830.00,817.00,1184.00,,,,0.00,0.00,,,,H2,3144.00,1765.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393195,11-Jan-17,4.00,830.00,817.00,875.00,,,,0.00,0.00,,,,I2,2519.00,1653.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393196,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J2,3405.00,1737.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393197,11-Jan-17,4.00,830.00,817.00,876.00,,,,0.00,0.00,,,,K2,2996.00,1701.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393198,11-Jan-17,4.00,830.00,817.00,1186.00,,,,0.00,0.00,,,,L2,2609.00,1564.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393199,11-Jan-17,4.00,830.00,817.00,877.00,,,,0.00,0.00,,,,M2,3064.00,1679.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393200,11-Jan-17,4.00,830.00,817.00,1187.00,,,,0.00,0.00,,,,N2,3302.00,1599.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393201,11-Jan-17,4.00,830.00,817.00,878.00,,,,0.00,0.00,,,,O2,2894.00,1501.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393202,11-Jan-17,4.00,830.00,817.00,1188.00,,,,0.00,0.00,,,,P2,2273.00,1479.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393203,11-Jan-17,4.00,5855.00,1.00,811.00,,,,0.00,0.00,,,,A3,3403.00,2072.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393204,11-Jan-17,4.00,830.00,817.00,1093.00,,,,0.00,0.00,,,,B3,2763.00,2040.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393205,11-Jan-17,4.00,830.00,817.00,778.00,,,,0.00,0.00,,,,C3,2937.00,2023.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393206,11-Jan-17,4.00,830.00,817.00,1094.00,,,,0.00,0.00,,,,D3,2744.00,1799.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393207,11-Jan-17,4.00,830.00,817.00,779.00,,,,0.00,0.00,,,,E3,2486.00,1845.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393208,11-Jan-17,4.00,830.00,817.00,1095.00,,,,0.00,0.00,,,,F3,2797.00,1883.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393209,11-Jan-17,4.00,830.00,817.00,780.00,,,,0.00,0.00,,,,G3,3251.00,1765.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393210,11-Jan-17,4.00,830.00,817.00,1096.00,,,,0.00,0.00,,,,H3,3379.00,1784.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393211,11-Jan-17,4.00,830.00,817.00,781.00,,,,0.00,0.00,,,,I3,3261.00,1816.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393212,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J3,2859.00,1584.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393213,11-Jan-17,4.00,830.00,817.00,782.00,,,,0.00,0.00,,,,K3,3150.00,1571.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393214,11-Jan-17,4.00,830.00,817.00,1098.00,,,,0.00,0.00,,,,L3,3406.00,1582.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393215,11-Jan-17,4.00,830.00,817.00,783.00,,,,0.00,0.00,,,,M3,2616.00,1514.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393216,11-Jan-17,4.00,830.00,817.00,1099.00,,,,0.00,0.00,,,,N3,2772.00,1353.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393217,11-Jan-17,4.00,830.00,817.00,784.00,,,,0.00,0.00,,,,O3,1911.00,1288.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393218,11-Jan-17,4.00,830.00,817.00,1100.00,,,,0.00,0.00,,,,P3,1524.00,1278.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393219,11-Jan-17,4.00,5855.00,1.00,811.00,,,,0.00,0.00,,,,A4,2733.00,1975.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393220,11-Jan-17,4.00,830.00,817.00,1189.00,,,,0.00,0.00,,,,B4,1793.00,1671.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393221,11-Jan-17,4.00,830.00,817.00,880.00,,,,0.00,0.00,,,,C4,2480.00,1863.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393222,11-Jan-17,4.00,830.00,817.00,1190.00,,,,0.00,0.00,,,,D4,2075.00,1798.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393223,11-Jan-17,4.00,830.00,817.00,881.00,,,,0.00,0.00,,,,E4,2702.00,1893.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393224,11-Jan-17,4.00,830.00,817.00,1191.00,,,,0.00,0.00,,,,F4,2448.00,1513.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393225,11-Jan-17,4.00,830.00,817.00,882.00,,,,0.00,0.00,,,,G4,2405.00,1479.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393226,11-Jan-17,4.00,830.00,817.00,1192.00,,,,0.00,0.00,,,,H4,2607.00,1691.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393227,11-Jan-17,4.00,830.00,817.00,883.00,,,,0.00,0.00,,,,I4,2748.00,1659.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393228,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J4,2795.00,1743.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393229,11-Jan-17,4.00,830.00,817.00,884.00,,,,0.00,0.00,,,,K4,3098.00,1605.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393230,11-Jan-17,4.00,830.00,817.00,1194.00,,,,0.00,0.00,,,,L4,2588.00,1501.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393231,11-Jan-17,4.00,830.00,817.00,885.00,,,,0.00,0.00,,,,M4,2205.00,1241.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393232,11-Jan-17,4.00,830.00,817.00,1195.00,,,,0.00,0.00,,,,N4,2924.00,1380.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393233,11-Jan-17,4.00,830.00,817.00,886.00,,,,0.00,0.00,,,,O4,2751.00,1466.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393234,11-Jan-17,4.00,830.00,817.00,1196.00,,,,0.00,0.00,,,,P4,2569.00,1245.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393235,11-Jan-17,4.00,5855.00,1.00,811.00,,,,0.00,0.00,,,,A5,3371.00,1952.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393236,11-Jan-17,4.00,830.00,817.00,1101.00,,,,0.00,0.00,,,,B5,2930.00,2323.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393237,11-Jan-17,4.00,830.00,817.00,786.00,,,,0.00,0.00,,,,C5,2984.00,1968.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393238,11-Jan-17,4.00,830.00,817.00,1102.00,,,,0.00,0.00,,,,D5,2652.00,1707.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393239,11-Jan-17,4.00,830.00,817.00,787.00,,,,0.00,0.00,,,,E5,3195.00,1816.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393240,11-Jan-17,4.00,830.00,817.00,1103.00,,,,0.00,0.00,,,,F5,2919.00,1861.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393241,11-Jan-17,4.00,830.00,817.00,788.00,,,,0.00,0.00,,,,G5,3003.00,1770.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393242,11-Jan-17,4.00,830.00,817.00,1104.00,,,,0.00,0.00,,,,H5,2785.00,1734.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393243,11-Jan-17,4.00,830.00,817.00,789.00,,,,0.00,0.00,,,,I5,2950.00,1686.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393244,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J5,2326.00,1632.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393245,11-Jan-17,4.00,830.00,817.00,790.00,,,,0.00,0.00,,,,K5,3096.00,1587.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393246,11-Jan-17,4.00,830.00,817.00,1106.00,,,,0.00,0.00,,,,L5,2494.00,1379.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393247,11-Jan-17,4.00,830.00,817.00,791.00,,,,0.00,0.00,,,,M5,2627.00,1423.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393248,11-Jan-17,4.00,830.00,817.00,1107.00,,,,0.00,0.00,,,,N5,3144.00,1463.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393249,11-Jan-17,4.00,830.00,817.00,792.00,,,,0.00,0.00,,,,O5,1896.00,1221.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393250,11-Jan-17,4.00,830.00,817.00,1108.00,,,,0.00,0.00,,,,P5,1563.00,1035.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393251,11-Jan-17,4.00,5855.00,1.00,811.00,,,,0.00,0.00,,,,A6,2277.00,1752.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393252,11-Jan-17,4.00,830.00,817.00,1197.00,,,,0.00,0.00,,,,B6,2304.00,1878.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393253,11-Jan-17,4.00,830.00,817.00,888.00,,,,0.00,0.00,,,,C6,3014.00,2160.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393254,11-Jan-17,4.00,830.00,817.00,1198.00,,,,0.00,0.00,,,,D6,2669.00,1910.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393255,11-Jan-17,4.00,830.00,817.00,889.00,,,,0.00,0.00,,,,E6,2515.00,1904.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393256,11-Jan-17,4.00,830.00,817.00,1199.00,,,,0.00,0.00,,,,F6,2373.00,1610.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393257,11-Jan-17,4.00,830.00,817.00,890.00,,,,0.00,0.00,,,,G6,2733.00,1730.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393258,11-Jan-17,4.00,830.00,817.00,1200.00,,,,0.00,0.00,,,,H6,2251.00,1605.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393259,11-Jan-17,4.00,830.00,817.00,891.00,,,,0.00,0.00,,,,I6,2758.00,1593.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393260,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J6,2091.00,1381.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393261,11-Jan-17,4.00,830.00,817.00,892.00,,,,0.00,0.00,,,,K6,2874.00,1463.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393262,11-Jan-17,4.00,830.00,817.00,1202.00,,,,0.00,0.00,,,,L6,2612.00,1306.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393263,11-Jan-17,4.00,830.00,817.00,893.00,,,,0.00,0.00,,,,M6,2935.00,1423.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393264,11-Jan-17,4.00,830.00,817.00,1203.00,,,,0.00,0.00,,,,N6,2591.00,1424.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393265,11-Jan-17,4.00,830.00,817.00,894.00,,,,0.00,0.00,,,,O6,3271.00,1557.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393266,11-Jan-17,4.00,830.00,817.00,1204.00,,,,0.00,0.00,,,,P6,2788.00,1380.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393267,11-Jan-17,4.00,5855.00,811.00,811.00,,,,1.00,0.00,,,,A7,567.00,2048.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393268,11-Jan-17,4.00,830.00,817.00,1109.00,,,,0.00,0.00,,,,B7,3121.00,2145.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393269,11-Jan-17,4.00,830.00,817.00,794.00,,,,0.00,0.00,,,,C7,2850.00,1958.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393270,11-Jan-17,4.00,830.00,817.00,1110.00,,,,0.00,0.00,,,,D7,2737.00,1800.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393271,11-Jan-17,4.00,830.00,817.00,795.00,,,,0.00,0.00,,,,E7,2784.00,2028.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393272,11-Jan-17,4.00,830.00,817.00,1111.00,,,,0.00,0.00,,,,F7,2925.00,1918.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393273,11-Jan-17,4.00,830.00,817.00,796.00,,,,0.00,0.00,,,,G7,2654.00,1864.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393274,11-Jan-17,4.00,830.00,817.00,1112.00,,,,0.00,0.00,,,,H7,2813.00,1621.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393275,11-Jan-17,4.00,830.00,817.00,797.00,,,,0.00,0.00,,,,I7,2960.00,1734.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393276,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J7,2568.00,1454.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393277,11-Jan-17,4.00,830.00,817.00,798.00,,,,0.00,0.00,,,,K7,2596.00,1611.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393278,11-Jan-17,4.00,830.00,817.00,1114.00,,,,0.00,0.00,,,,L7,2987.00,1567.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393279,11-Jan-17,4.00,830.00,817.00,799.00,,,,0.00,0.00,,,,M7,3078.00,1543.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393280,11-Jan-17,4.00,830.00,817.00,1115.00,,,,0.00,0.00,,,,N7,3207.00,1575.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393281,11-Jan-17,4.00,830.00,817.00,800.00,,,,0.00,0.00,,,,O7,1544.00,1215.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393282,11-Jan-17,4.00,830.00,817.00,1116.00,,,,0.00,0.00,,,,P7,1109.00,1099.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393283,11-Jan-17,4.00,5855.00,811.00,811.00,,,,1.00,0.00,,,,A8,484.00,2012.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,S6 control,H3A
393284,11-Jan-17,4.00,830.00,817.00,1205.00,,,,0.00,0.00,,,,B8,2529.00,1914.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393285,11-Jan-17,4.00,830.00,817.00,896.00,,,,0.00,0.00,,,,C8,2764.00,2002.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393286,11-Jan-17,4.00,830.00,817.00,1206.00,,,,0.00,0.00,,,,D8,2699.00,1813.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393287,11-Jan-17,4.00,830.00,817.00,897.00,,,,0.00,0.00,,,,E8,2055.00,1569.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393288,11-Jan-17,4.00,830.00,817.00,1207.00,,,,0.00,0.00,,,,F8,2095.00,1592.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393289,11-Jan-17,4.00,830.00,817.00,898.00,,,,0.00,0.00,,,,G8,2588.00,1678.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393290,11-Jan-17,4.00,830.00,817.00,1208.00,,,,0.00,0.00,,,,H8,2566.00,1561.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393291,11-Jan-17,4.00,830.00,817.00,899.00,,,,0.00,0.00,,,,I8,2846.00,1589.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393292,11-Jan-17,4.00,830.00,817.00,811.00,,,,0.00,0.00,,,,J8,1908.00,1393.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag alone,H3A
393293,11-Jan-17,4.00,830.00,817.00,900.00,,,,0.00,0.00,,,,K8,2320.00,1524.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393294,11-Jan-17,4.00,830.00,817.00,1214.00,,,,0.00,0.00,,,,L8,2490.00,1458.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393295,11-Jan-17,4.00,830.00,817.00,901.00,,,,0.00,0.00,,,,M8,2768.00,1460.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393296,11-Jan-17,4.00,830.00,817.00,1215.00,,,,0.00,0.00,,,,N8,3315.00,1489.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393297,11-Jan-17,4.00,830.00,817.00,902.00,,,,0.00,0.00,,,,O8,3056.00,1387.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
393298,11-Jan-17,4.00,830.00,817.00,1216.00,,,,0.00,0.00,,,,P8,2691.00,1381.00,Antag screen with e Cells - mini antag screen repeat to see if we can get antags to work with E Cells.,,Kamarck,antag screen,H3A
