Plate,plateLocation,Luc,RL,cellType,CloneKey,agonistInStockKey,antagInStockKey,experimentType,concentration_ag,concentration_antag
2,D5,4825,5516,Ecells,830,817,1234,antagScreen,5.00E-04,3.00E-05
2,E5,4859,5143,Ecells,830,817,921,antagScreen,5.00E-04,3.00E-05
2,F5,5265,4442,Ecells,830,817,1235,antagScreen,5.00E-04,3.00E-05
2,G5,4924,4598,Ecells,830,817,922,antagScreen,5.00E-04,3.00E-05
2,H5,5746,4565,Ecells,830,817,1236,antagScreen,5.00E-04,3.00E-05
2,I5,5346,4242,Ecells,830,817,923,antagScreen,5.00E-04,3.00E-05
2,J5,4585,3778,Ecells,830,817,1237,antagScreen,5.00E-04,3.00E-05
2,K5,4871,3871,Ecells,830,817,924,antagScreen,5.00E-04,3.00E-05
2,L5,6253,3699,Ecells,830,817,1238,antagScreen,5.00E-04,3.00E-05
2,M5,4635,4268,Ecells,830,817,925,antagScreen,5.00E-04,3.00E-05
2,N5,5195,4237,Ecells,830,817,1239,antagScreen,5.00E-04,3.00E-05
2,O5,4516,4030,Ecells,830,817,926,antagScreen,5.00E-04,3.00E-05
2,P5,4538,3719,Ecells,830,817,1240,antagScreen,5.00E-04,3.00E-05
2,A6,700,5780,Ecells,5855,1,,control,0.0001,
2,B6,4293,5658,Ecells,830,817,1141,antagScreen,5.00E-04,3.00E-05
2,C6,4207,5758,Ecells,830,817,826,antagScreen,5.00E-04,3.00E-05
2,D6,4721,5190,Ecells,830,817,1142,antagScreen,5.00E-04,3.00E-05
2,E6,4805,5008,Ecells,830,817,827,antagScreen,5.00E-04,3.00E-05
2,F6,5183,4304,Ecells,830,817,1143,antagScreen,5.00E-04,3.00E-05
2,G6,4679,4197,Ecells,830,817,828,antagScreen,5.00E-04,3.00E-05
2,H6,5387,4347,Ecells,830,817,1144,antagScreen,5.00E-04,3.00E-05
2,I6,3974,4157,Ecells,830,817,829,antagScreen,5.00E-04,3.00E-05
2,J6,4804,3765,Ecells,830,817,1145,antagScreen,5.00E-04,3.00E-05
2,K6,4390,3839,Ecells,830,817,830,antagScreen,5.00E-04,3.00E-05
2,L6,4339,3987,Ecells,830,817,1146,antagScreen,5.00E-04,3.00E-05
2,M6,5074,3744,Ecells,830,817,831,antagScreen,5.00E-04,3.00E-05
2,N6,4513,4058,Ecells,830,817,1147,antagScreen,5.00E-04,3.00E-05
2,O6,4087,3750,Ecells,830,817,832,antagScreen,5.00E-04,3.00E-05
2,P6,3986,3502,Ecells,830,817,1148,antagScreen,5.00E-04,3.00E-05
2,A7,302,5829,Ecells,5855,811,,control,1.00E-10,
2,B7,4529,6608,Ecells,830,817,1241,antagScreen,5.00E-04,3.00E-05
2,C7,4429,5980,Ecells,830,817,928,antagScreen,5.00E-04,3.00E-05
2,D7,4890,5183,Ecells,830,817,1242,antagScreen,5.00E-04,3.00E-05
2,E7,5442,4743,Ecells,830,817,929,antagScreen,5.00E-04,3.00E-05
2,F7,5045,4382,Ecells,830,817,1243,antagScreen,5.00E-04,3.00E-05
2,G7,4892,4742,Ecells,830,817,930,antagScreen,5.00E-04,3.00E-05
2,H7,4785,4407,Ecells,830,817,1244,antagScreen,5.00E-04,3.00E-05
2,I7,5156,4086,Ecells,830,817,931,antagScreen,5.00E-04,3.00E-05
2,J7,5172,3794,Ecells,830,817,1245,antagScreen,5.00E-04,3.00E-05
2,K7,4548,3877,Ecells,830,817,932,antagScreen,5.00E-04,3.00E-05
2,L7,4968,4034,Ecells,830,817,1246,antagScreen,5.00E-04,3.00E-05
2,M7,5461,3993,Ecells,830,817,933,antagScreen,5.00E-04,3.00E-05
2,N7,4778,3870,Ecells,830,817,1247,antagScreen,5.00E-04,3.00E-05
2,O7,4587,3819,Ecells,830,817,934,antagScreen,5.00E-04,3.00E-05
2,P7,4542,3738,Ecells,830,817,1248,antagScreen,5.00E-04,3.00E-05
2,A8,354,5837,Ecells,5855,811,,control,1.00E-10,
2,B8,5341,6191,Ecells,830,817,1149,antagScreen,5.00E-04,3.00E-05
2,C8,5468,6084,Ecells,830,817,834,antagScreen,5.00E-04,3.00E-05
2,D8,4610,5344,Ecells,830,817,1150,antagScreen,5.00E-04,3.00E-05
2,E8,4582,4855,Ecells,830,817,835,antagScreen,5.00E-04,3.00E-05
2,F8,4658,4258,Ecells,830,817,1151,antagScreen,5.00E-04,3.00E-05
2,G8,5172,4308,Ecells,830,817,836,antagScreen,5.00E-04,3.00E-05
2,H8,4094,4486,Ecells,830,817,1152,antagScreen,5.00E-04,3.00E-05
2,I8,5768,4370,Ecells,830,817,837,antagScreen,5.00E-04,3.00E-05
2,J8,4476,3737,Ecells,830,817,1153,antagScreen,5.00E-04,3.00E-05
2,K8,4543,4156,Ecells,830,817,838,antagScreen,5.00E-04,3.00E-05
2,L8,4027,4412,Ecells,830,817,1154,antagScreen,5.00E-04,3.00E-05
2,M8,4246,3780,Ecells,830,817,839,antagScreen,5.00E-04,3.00E-05
2,N8,4433,4078,Ecells,830,817,1155,antagScreen,5.00E-04,3.00E-05
2,O8,3673,4225,Ecells,830,817,840,antagScreen,5.00E-04,3.00E-05
2,P8,2828,3634,Ecells,830,817,1156,antagScreen,5.00E-04,3.00E-05
2,A9,285,6156,Ecells,5855,811,,control,1.00E-10,
2,B9,4266,6004,Ecells,830,817,1249,antagScreen,5.00E-04,3.00E-05
2,C9,4824,5393,Ecells,830,817,936,antagScreen,5.00E-04,3.00E-05
2,D9,4439,5253,Ecells,830,817,1250,antagScreen,5.00E-04,3.00E-05
2,E9,4987,4557,Ecells,830,817,937,antagScreen,5.00E-04,3.00E-05
2,F9,4319,4642,Ecells,830,817,1251,antagScreen,5.00E-04,3.00E-05
2,G9,4785,4395,Ecells,830,817,938,antagScreen,5.00E-04,3.00E-05
2,H9,4435,4233,Ecells,830,817,1252,antagScreen,5.00E-04,3.00E-05
2,I9,5280,3892,Ecells,830,817,939,antagScreen,5.00E-04,3.00E-05
2,J9,4580,3558,Ecells,830,817,1253,antagScreen,5.00E-04,3.00E-05
2,K9,4771,3850,Ecells,830,817,940,antagScreen,5.00E-04,3.00E-05
2,L9,5025,4026,Ecells,830,817,1254,antagScreen,5.00E-04,3.00E-05
2,M9,5652,3574,Ecells,830,817,941,antagScreen,5.00E-04,3.00E-05
2,N9,4167,4136,Ecells,830,817,1255,antagScreen,5.00E-04,3.00E-05
2,O9,4957,3888,Ecells,830,817,942,antagScreen,5.00E-04,3.00E-05
2,P9,3914,3788,Ecells,830,817,1256,antagScreen,5.00E-04,3.00E-05
2,A10,69,141,Ecells,5855,811,,control,1.00E-10,
2,B10,2223,5667,Ecells,830,817,0,DR,1.00E-10,
2,C10,2094,5513,Ecells,830,817,0,DR,1.00E-10,
2,D10,1996,5234,Ecells,830,817,0,DR,1.88E-09,
2,E10,2150,4727,Ecells,830,817,0,DR,5.65E-09,
2,F10,2213,4324,Ecells,830,817,0,DR,1.69E-08,
2,G10,2593,4632,Ecells,830,817,0,DR,5.08E-08,
2,H10,2319,3844,Ecells,830,817,0,DR,1.52E-07,
2,I10,2366,3997,Ecells,830,817,0,DR,4.57E-07,
2,J10,2017,4068,Ecells,830,817,0,DR,1.37E-06,
2,K10,2542,4006,Ecells,830,817,0,DR,4.12E-06,
2,L10,3318,3869,Ecells,830,817,0,DR,3.70E-05,
2,M10,2961,3959,Ecells,830,817,0,DR,1.23E-05,
2,N10,3655,3975,Ecells,830,817,0,DR,0.000111111,
2,O10,3949,4067,Ecells,830,817,0,DR,0.000333333,
2,P10,3668,3852,Ecells,830,817,0,DR,0.001,
2,A11,57,113,Ecells,5855,811,,control,1.00E-10,
2,B11,1938,7005,Ecells,830,817,0,DR,1.00E-10,
2,C11,1970,6870,Ecells,830,817,0,DR,1.00E-10,
2,D11,2224,5881,Ecells,830,817,0,DR,1.88E-09,
2,E11,2480,5813,Ecells,830,817,0,DR,5.65E-09,
2,F11,2235,5204,Ecells,830,817,0,DR,1.69E-08,
2,G11,2030,5183,Ecells,830,817,0,DR,5.08E-08,
2,H11,2397,4479,Ecells,830,817,0,DR,1.52E-07,
2,I11,2053,4273,Ecells,830,817,0,DR,4.57E-07,
2,J11,2217,4466,Ecells,830,817,0,DR,1.37E-06,
2,K11,2072,5028,Ecells,830,817,0,DR,4.12E-06,
2,L11,3935,4421,Ecells,830,817,0,DR,3.70E-05,
2,M11,2356,4499,Ecells,830,817,0,DR,1.23E-05,
2,N11,4062,4497,Ecells,830,817,0,DR,0.000111111,
2,O11,5252,4801,Ecells,830,817,0,DR,0.000333333,
2,P11,4073,3988,Ecells,830,817,0,DR,0.001,
2,A12,54,166,Ecells,5855,811,,control,1.00E-10,
2,B12,2382,5523,Ecells,830,817,0,DR,1.00E-10,
2,C12,2216,5902,Ecells,830,817,0,DR,1.00E-10,
2,D12,2463,5447,Ecells,830,817,0,DR,1.88E-09,
2,E12,2425,5162,Ecells,830,817,0,DR,5.65E-09,
2,F12,2231,4945,Ecells,830,817,0,DR,1.69E-08,
2,G12,2260,5198,Ecells,830,817,0,DR,5.08E-08,
2,H12,2300,4605,Ecells,830,817,0,DR,1.52E-07,
2,I12,1961,4687,Ecells,830,817,0,DR,4.57E-07,
2,J12,2431,4424,Ecells,830,817,0,DR,1.37E-06,
2,K12,2142,4055,Ecells,830,817,0,DR,4.12E-06,
2,L12,3299,4080,Ecells,830,817,0,DR,3.70E-05,
2,M12,2732,4389,Ecells,830,817,0,DR,1.23E-05,
2,N12,4909,4059,Ecells,830,817,0,DR,0.000111111,
2,O12,3836,4495,Ecells,830,817,0,DR,0.000333333,
2,P12,3404,3543,Ecells,830,817,0,DR,0.001,
2,A13,552,2587,Ecells,830,817,,control,1.00E-10,
2,B13,4167,6538,Ecells,830,817,1157,antagScreen,5.00E-04,3.00E-05
2,C13,4629,6302,Ecells,830,817,842,antagScreen,5.00E-04,3.00E-05
2,D13,4606,5957,Ecells,830,817,1158,antagScreen,5.00E-04,3.00E-05
2,E13,4262,5438,Ecells,830,817,843,antagScreen,5.00E-04,3.00E-05
2,F13,5221,5431,Ecells,830,817,1159,antagScreen,5.00E-04,3.00E-05
2,G13,4389,4851,Ecells,830,817,844,antagScreen,5.00E-04,3.00E-05
2,H13,4238,4646,Ecells,830,817,1160,antagScreen,5.00E-04,3.00E-05
2,I13,4338,4444,Ecells,830,817,845,antagScreen,5.00E-04,3.00E-05
2,J13,3825,4817,Ecells,830,817,1161,antagScreen,5.00E-04,3.00E-05
2,K13,4305,4142,Ecells,830,817,846,antagScreen,5.00E-04,3.00E-05
2,L13,4784,4294,Ecells,830,817,1162,antagScreen,5.00E-04,3.00E-05
2,M13,4339,4346,Ecells,830,817,847,antagScreen,5.00E-04,3.00E-05
2,N13,4577,4140,Ecells,830,817,1163,antagScreen,5.00E-04,3.00E-05
2,O13,4499,4523,Ecells,830,817,848,antagScreen,5.00E-04,3.00E-05
2,P13,4151,4171,Ecells,830,817,1164,antagScreen,5.00E-04,3.00E-05
2,A14,320,5340,Ecells,830,817,,control,5.00E-04,
2,B14,5095,6092,Ecells,830,817,1257,antagScreen,5.00E-04,3.00E-05
2,C14,4351,5303,Ecells,830,817,944,antagScreen,5.00E-04,3.00E-05
2,D14,4473,5695,Ecells,830,817,1258,antagScreen,5.00E-04,3.00E-05
2,E14,4625,5356,Ecells,830,817,945,antagScreen,5.00E-04,3.00E-05
2,F14,4637,4938,Ecells,830,817,1259,antagScreen,5.00E-04,3.00E-05
2,G14,4510,4556,Ecells,830,817,946,antagScreen,5.00E-04,3.00E-05
2,H14,4223,4666,Ecells,830,817,1260,antagScreen,5.00E-04,3.00E-05
2,I14,3989,4171,Ecells,830,817,947,antagScreen,5.00E-04,3.00E-05
2,J14,4581,4455,Ecells,830,817,1261,antagScreen,5.00E-04,3.00E-05
2,K14,4408,4497,Ecells,830,817,948,antagScreen,5.00E-04,3.00E-05
2,L14,4382,4292,Ecells,830,817,1262,antagScreen,5.00E-04,3.00E-05
2,M14,4354,4326,Ecells,830,817,949,antagScreen,5.00E-04,3.00E-05
2,N14,4043,4417,Ecells,830,817,1263,antagScreen,5.00E-04,3.00E-05
2,O14,4308,4548,Ecells,830,817,950,antagScreen,5.00E-04,3.00E-05
2,P14,3563,4073,Ecells,830,817,1264,antagScreen,5.00E-04,3.00E-05
2,A15,93,190,Ecells,830,817,,control,5.00E-04,
2,B15,4626,6493,Ecells,830,817,1165,antagScreen,5.00E-04,3.00E-05
2,C15,4718,5450,Ecells,830,817,850,antagScreen,5.00E-04,3.00E-05
2,D15,4147,5624,Ecells,830,817,1166,antagScreen,5.00E-04,3.00E-05
2,E15,4038,5044,Ecells,830,817,851,antagScreen,5.00E-04,3.00E-05
2,F15,4223,5577,Ecells,830,817,1167,antagScreen,5.00E-04,3.00E-05
2,G15,4132,4696,Ecells,830,817,852,antagScreen,5.00E-04,3.00E-05
2,H15,4667,4523,Ecells,830,817,1168,antagScreen,5.00E-04,3.00E-05
2,I15,4651,4617,Ecells,830,817,853,antagScreen,5.00E-04,3.00E-05
2,J15,4307,4679,Ecells,830,817,1169,antagScreen,5.00E-04,3.00E-05
2,K15,4612,4671,Ecells,830,817,854,antagScreen,5.00E-04,3.00E-05
2,L15,4952,4553,Ecells,830,817,1170,antagScreen,5.00E-04,3.00E-05
2,M15,4033,4403,Ecells,830,817,855,antagScreen,5.00E-04,3.00E-05
2,N15,3644,4321,Ecells,830,817,1171,antagScreen,5.00E-04,3.00E-05
2,O15,4406,4696,Ecells,830,817,856,antagScreen,5.00E-04,3.00E-05
2,P15,3789,4053,Ecells,830,817,1172,antagScreen,5.00E-04,3.00E-05
2,A16,76,140,Ecells,830,817,,control,5.00E-04,
2,B16,4489,6747,Ecells,830,817,1265,antagScreen,5.00E-04,3.00E-05
2,C16,4170,6022,Ecells,830,817,952,antagScreen,5.00E-04,3.00E-05
2,D16,5120,5825,Ecells,830,817,1266,antagScreen,5.00E-04,3.00E-05
2,E16,5021,5595,Ecells,830,817,953,antagScreen,5.00E-04,3.00E-05
2,F16,4675,5309,Ecells,830,817,1267,antagScreen,5.00E-04,3.00E-05
2,G16,3804,5220,Ecells,830,817,954,antagScreen,5.00E-04,3.00E-05
2,H16,4492,4698,Ecells,830,817,1268,antagScreen,5.00E-04,3.00E-05
2,I16,4192,4700,Ecells,830,817,955,antagScreen,5.00E-04,3.00E-05
2,J16,3920,4660,Ecells,830,817,1269,antagScreen,5.00E-04,3.00E-05
2,K16,4038,4133,Ecells,830,817,956,antagScreen,5.00E-04,3.00E-05
2,L16,4359,4431,Ecells,830,817,1270,antagScreen,5.00E-04,3.00E-05
2,M16,4334,4184,Ecells,830,817,957,antagScreen,5.00E-04,3.00E-05
2,N16,3425,4503,Ecells,830,817,1271,antagScreen,5.00E-04,3.00E-05
2,O16,4000,4354,Ecells,830,817,958,antagScreen,5.00E-04,3.00E-05
2,P16,3412,3668,Ecells,830,817,1272,antagScreen,5.00E-04,3.00E-05
2,A17,1743,5606,Ecells,830,817,,control,5.00E-04,
2,B17,4278,6759,Ecells,830,817,1173,antagScreen,5.00E-04,3.00E-05
2,C17,4645,6384,Ecells,830,817,858,antagScreen,5.00E-04,3.00E-05
2,D17,3825,6043,Ecells,830,817,1174,antagScreen,5.00E-04,3.00E-05
2,E17,4531,5289,Ecells,830,817,859,antagScreen,5.00E-04,3.00E-05
2,F17,4160,5414,Ecells,830,817,1175,antagScreen,5.00E-04,3.00E-05
2,G17,4079,4582,Ecells,830,817,860,antagScreen,5.00E-04,3.00E-05
2,H17,4411,5084,Ecells,830,817,1176,antagScreen,5.00E-04,3.00E-05
2,I17,4122,4428,Ecells,830,817,867,antagScreen,5.00E-04,3.00E-05
2,J17,4650,4873,Ecells,830,817,11817,antagScreen,5.00E-04,3.00E-05
2,K17,4312,4169,Ecells,830,817,868,antagScreen,5.00E-04,3.00E-05
2,L17,4014,4470,Ecells,830,817,1178,antagScreen,5.00E-04,3.00E-05
2,M17,3871,4257,Ecells,830,817,869,antagScreen,5.00E-04,3.00E-05
2,N17,3935,4501,Ecells,830,817,1179,antagScreen,5.00E-04,3.00E-05
2,O17,4638,4323,Ecells,830,817,870,antagScreen,5.00E-04,3.00E-05
2,P17,4366,3959,Ecells,830,817,1180,antagScreen,5.00E-04,3.00E-05
2,A18,3403,7010,Ecells,830,811,,control,1.00E-10,
2,B18,4426,5906,Ecells,830,817,1273,antagScreen,5.00E-04,3.00E-05
2,C18,4774,5676,Ecells,830,817,960,antagScreen,5.00E-04,3.00E-05
2,D18,4196,5325,Ecells,830,817,1274,antagScreen,5.00E-04,3.00E-05
2,E18,4288,5792,Ecells,830,817,961,antagScreen,5.00E-04,3.00E-05
2,F18,4036,5188,Ecells,830,817,1275,antagScreen,5.00E-04,3.00E-05
2,G18,4156,4876,Ecells,830,817,962,antagScreen,5.00E-04,3.00E-05
2,H18,3834,4842,Ecells,830,817,1276,antagScreen,5.00E-04,3.00E-05
2,I18,3295,4568,Ecells,830,817,963,antagScreen,5.00E-04,3.00E-05
2,J18,3799,4812,Ecells,830,817,12817,antagScreen,5.00E-04,3.00E-05
2,K18,4010,4782,Ecells,830,817,964,antagScreen,5.00E-04,3.00E-05
2,L18,4345,4555,Ecells,830,817,1278,antagScreen,5.00E-04,3.00E-05
2,M18,4113,4379,Ecells,830,817,965,antagScreen,5.00E-04,3.00E-05
2,N18,4520,4676,Ecells,830,817,1279,antagScreen,5.00E-04,3.00E-05
2,O18,3623,4167,Ecells,830,817,966,antagScreen,5.00E-04,3.00E-05
2,P18,4056,4081,Ecells,830,817,1280,antagScreen,5.00E-04,3.00E-05
2,A19,1850,8028,Ecells,830,811,,control,1.00E-10,
2,B19,4684,5938,Ecells,830,817,673,antagScreen,5.00E-04,3.00E-05
2,C19,3914,5700,Ecells,830,817,482,antagScreen,5.00E-04,3.00E-05
2,D19,3864,5958,Ecells,830,817,674,antagScreen,5.00E-04,3.00E-05
2,E19,3476,5459,Ecells,830,817,483,antagScreen,5.00E-04,3.00E-05
2,F19,3432,4906,Ecells,830,817,675,antagScreen,5.00E-04,3.00E-05
2,G19,4124,4657,Ecells,830,817,484,antagScreen,5.00E-04,3.00E-05
2,H19,4492,4787,Ecells,830,817,676,antagScreen,5.00E-04,3.00E-05
2,I19,4312,4525,Ecells,830,817,485,antagScreen,5.00E-04,3.00E-05
2,J19,3312,4304,Ecells,830,817,6817,antagScreen,5.00E-04,3.00E-05
2,K19,4027,4721,Ecells,830,817,486,antagScreen,5.00E-04,3.00E-05
2,L19,4121,4362,Ecells,830,817,678,antagScreen,5.00E-04,3.00E-05
2,M19,4307,4597,Ecells,830,817,487,antagScreen,5.00E-04,3.00E-05
2,N19,4895,4334,Ecells,830,817,679,antagScreen,5.00E-04,3.00E-05
2,O19,4347,4261,Ecells,830,817,488,antagScreen,5.00E-04,3.00E-05
2,P19,3600,4337,Ecells,830,817,680,antagScreen,5.00E-04,3.00E-05
2,A20,1867,7711,Ecells,830,811,,control,1.00E-10,
2,B20,5002,6376,Ecells,830,817,713,antagScreen,5.00E-04,3.00E-05
2,C20,4184,6100,Ecells,830,817,522,antagScreen,5.00E-04,3.00E-05
2,D20,4026,5510,Ecells,830,817,714,antagScreen,5.00E-04,3.00E-05
2,E20,3603,5591,Ecells,830,817,523,antagScreen,5.00E-04,3.00E-05
2,F20,3810,5206,Ecells,830,817,715,antagScreen,5.00E-04,3.00E-05
2,G20,4363,4869,Ecells,830,817,524,antagScreen,5.00E-04,3.00E-05
2,H20,4364,4990,Ecells,830,817,716,antagScreen,5.00E-04,3.00E-05
2,I20,4808,4906,Ecells,830,817,525,antagScreen,5.00E-04,3.00E-05
2,J20,4338,4820,Ecells,830,817,717,antagScreen,5.00E-04,3.00E-05
2,K20,4551,4511,Ecells,830,817,526,antagScreen,5.00E-04,3.00E-05
2,L20,3579,4722,Ecells,830,817,718,antagScreen,5.00E-04,3.00E-05
2,M20,4576,4064,Ecells,830,817,527,antagScreen,5.00E-04,3.00E-05
2,N20,4247,4556,Ecells,830,817,719,antagScreen,5.00E-04,3.00E-05
2,O20,4818,4558,Ecells,830,817,528,antagScreen,5.00E-04,3.00E-05
2,P20,2422,3939,Ecells,830,817,720,antagScreen,5.00E-04,3.00E-05
2,A21,1524,9357,Ecells,830,811,,control,1.00E-10,
2,B21,6607,6643,Ecells,830,817,625,antagScreen,5.00E-04,3.00E-05
2,C21,4681,7030,Ecells,830,817,434,antagScreen,5.00E-04,3.00E-05
2,D21,4495,6911,Ecells,830,817,626,antagScreen,5.00E-04,3.00E-05
2,E21,3696,6068,Ecells,830,817,435,antagScreen,5.00E-04,3.00E-05
2,F21,4410,6008,Ecells,830,817,627,antagScreen,5.00E-04,3.00E-05
2,G21,3757,6031,Ecells,830,817,436,antagScreen,5.00E-04,3.00E-05
2,H21,4379,5371,Ecells,830,817,628,antagScreen,5.00E-04,3.00E-05
2,I21,4465,5697,Ecells,830,817,437,antagScreen,5.00E-04,3.00E-05
2,J21,4991,5010,Ecells,830,817,629,antagScreen,5.00E-04,3.00E-05
2,K21,4399,5177,Ecells,830,817,438,antagScreen,5.00E-04,3.00E-05
2,L21,4414,5089,Ecells,830,817,630,antagScreen,5.00E-04,3.00E-05
2,M21,5212,4617,Ecells,830,817,439,antagScreen,5.00E-04,3.00E-05
2,N21,4406,4994,Ecells,830,817,631,antagScreen,5.00E-04,3.00E-05
2,O21,5169,5077,Ecells,830,817,440,antagScreen,5.00E-04,3.00E-05
2,P21,5010,4567,Ecells,830,817,632,antagScreen,5.00E-04,3.00E-05
2,A22,90,23707,Ecells,830,811,265,control,1.00E-10,3.00E-05
2,B22,5649,6464,Ecells,830,817,721,antagScreen,5.00E-04,3.00E-05
2,C22,4296,6350,Ecells,830,817,530,antagScreen,5.00E-04,3.00E-05
2,D22,3681,6161,Ecells,830,817,722,antagScreen,5.00E-04,3.00E-05
2,E22,4216,6049,Ecells,830,817,531,antagScreen,5.00E-04,3.00E-05
2,F22,3945,5770,Ecells,830,817,723,antagScreen,5.00E-04,3.00E-05
2,G22,3949,5641,Ecells,830,817,532,antagScreen,5.00E-04,3.00E-05
