Plate,plateLocation,Luc,RL,cellType,CloneKey,agonistInStockKey,antagInStockKey,experimentType,concentration_ag,concentration_antag
3,O22,1688,1099,H3A,999,77,536,antagScreen,1.00E-06,3.00E-05
3,P22,2310,1276,H3A,999,77,728,antagScreen,1.00E-06,3.00E-05
3,A23,281,2339,H3A,999,811,265,control,1.00E-12,3.00E-05
3,B23,3411,1998,H3A,999,77,633,antagScreen,1.00E-06,3.00E-05
3,C23,2889,1854,H3A,999,77,442,antagScreen,1.00E-06,3.00E-05
3,D23,2056,1528,H3A,999,77,634,antagScreen,1.00E-06,3.00E-05
3,E23,2212,1771,H3A,999,77,443,antagScreen,1.00E-06,3.00E-05
3,F23,2034,1506,H3A,999,77,635,antagScreen,1.00E-06,3.00E-05
3,G23,2293,1548,H3A,999,77,444,antagScreen,1.00E-06,3.00E-05
3,H23,2304,1484,H3A,999,77,636,antagScreen,1.00E-06,3.00E-05
3,I23,2185,1401,H3A,999,77,445,antagScreen,1.00E-06,3.00E-05
3,J23,2371,1538,H3A,999,77,637,antagScreen,1.00E-06,3.00E-05
3,K23,2208,1392,H3A,999,77,446,antagScreen,1.00E-06,3.00E-05
3,L23,2069,1118,H3A,999,77,638,antagScreen,1.00E-06,3.00E-05
3,M23,2529,1129,H3A,999,77,447,antagScreen,1.00E-06,3.00E-05
3,N23,1952,1064,H3A,999,77,639,antagScreen,1.00E-06,3.00E-05
3,O23,1991,1133,H3A,999,77,448,antagScreen,1.00E-06,3.00E-05
3,P23,1956,1191,H3A,999,77,640,antagScreen,1.00E-06,3.00E-05
3,A24,274,2624,H3A,999,811,265,control,1.00E-12,3.00E-05
3,B24,2974,2049,H3A,999,77,729,antagScreen,1.00E-06,3.00E-05
3,C24,1982,1721,H3A,999,77,538,antagScreen,1.00E-06,3.00E-05
3,D24,2171,1996,H3A,999,77,730,antagScreen,1.00E-06,3.00E-05
3,E24,2138,1786,H3A,999,77,539,antagScreen,1.00E-06,3.00E-05
3,F24,2098,1704,H3A,999,77,731,antagScreen,1.00E-06,3.00E-05
3,G24,2037,1413,H3A,999,77,540,antagScreen,1.00E-06,3.00E-05
3,H24,2420,1554,H3A,999,77,732,antagScreen,1.00E-06,3.00E-05
3,I24,2049,1450,H3A,999,77,541,antagScreen,1.00E-06,3.00E-05
3,J24,2284,1590,H3A,999,77,733,antagScreen,1.00E-06,3.00E-05
3,K24,1409,1434,H3A,999,77,542,antagScreen,1.00E-06,3.00E-05
3,L24,2033,1287,H3A,999,77,734,antagScreen,1.00E-06,3.00E-05
3,M24,1779,1234,H3A,999,77,543,antagScreen,1.00E-06,3.00E-05
3,N24,1545,1256,H3A,999,77,735,antagScreen,1.00E-06,3.00E-05
3,O24,1492,1150,H3A,999,77,544,antagScreen,1.00E-06,3.00E-05
3,P24,1089,1160,H3A,999,77,736,antagScreen,1.00E-06,3.00E-05
