Plate,plateLocation,Luc,RL,cellType,CloneKey,agonistInStockKey,antagInStockKey,experimentType,concentration_ag,concentration_antag
1,B8,3468,6446,Ecells,999,77,1149,antagScreen,1.00E-06,3.00E-05
1,C8,3634,6003,Ecells,999,77,834,antagScreen,1.00E-06,3.00E-05
1,D8,3208,5395,Ecells,999,77,1150,antagScreen,1.00E-06,3.00E-05
1,E8,3115,5230,Ecells,999,77,835,antagScreen,1.00E-06,3.00E-05
1,F8,3248,4590,Ecells,999,77,1151,antagScreen,1.00E-06,3.00E-05
1,G8,2972,5188,Ecells,999,77,836,antagScreen,1.00E-06,3.00E-05
1,H8,2936,4401,Ecells,999,77,1152,antagScreen,1.00E-06,3.00E-05
1,I8,3795,4567,Ecells,999,77,837,antagScreen,1.00E-06,3.00E-05
1,J8,2925,4127,Ecells,999,77,1153,antagScreen,1.00E-06,3.00E-05
1,K8,3147,4423,Ecells,999,77,838,antagScreen,1.00E-06,3.00E-05
1,L8,3584,4085,Ecells,999,77,1154,antagScreen,1.00E-06,3.00E-05
1,M8,3458,4255,Ecells,999,77,839,antagScreen,1.00E-06,3.00E-05
1,N8,4657,4227,Ecells,999,77,1155,antagScreen,1.00E-06,3.00E-05
1,O8,3576,4266,Ecells,999,77,840,antagScreen,1.00E-06,3.00E-05
1,P8,3694,4057,Ecells,999,77,1156,antagScreen,1.00E-06,3.00E-05
1,A9,271,7454,Ecells,5855,811,,control,1.00E-12,
1,B9,3075,5987,Ecells,999,77,1249,antagScreen,1.00E-06,3.00E-05
1,C9,3438,6015,Ecells,999,77,936,antagScreen,1.00E-06,3.00E-05
1,D9,3180,5241,Ecells,999,77,1250,antagScreen,1.00E-06,3.00E-05
1,E9,3076,5292,Ecells,999,77,937,antagScreen,1.00E-06,3.00E-05
1,F9,2835,5224,Ecells,999,77,1251,antagScreen,1.00E-06,3.00E-05
1,G9,2718,4950,Ecells,999,77,938,antagScreen,1.00E-06,3.00E-05
1,H9,3248,4369,Ecells,999,77,1252,antagScreen,1.00E-06,3.00E-05
1,I9,3449,4764,Ecells,999,77,939,antagScreen,1.00E-06,3.00E-05
1,J9,2847,4504,Ecells,999,77,1253,antagScreen,1.00E-06,3.00E-05
1,K9,3148,4484,Ecells,999,77,940,antagScreen,1.00E-06,3.00E-05
1,L9,3595,4260,Ecells,999,77,1254,antagScreen,1.00E-06,3.00E-05
1,M9,2845,4040,Ecells,999,77,941,antagScreen,1.00E-06,3.00E-05
1,N9,3492,4002,Ecells,999,77,1255,antagScreen,1.00E-06,3.00E-05
1,O9,3646,3830,Ecells,999,77,942,antagScreen,1.00E-06,3.00E-05
1,P9,5505,4409,Ecells,999,77,1256,antagScreen,1.00E-06,3.00E-05
1,A10,451,3599,Ecells,5855,811,,control,1.00E-12,
1,B10,295,6976,Ecells,999,77,0,DR,1.00E-12,
1,C10,274,6722,Ecells,999,77,0,DR,1.00E-12,
1,D10,303,6230,Ecells,999,77,0,DR,1.88E-11,
1,E10,290,5676,Ecells,999,77,0,DR,5.65E-11,
1,F10,269,5412,Ecells,999,77,0,DR,1.69E-10,
1,G10,333,6056,Ecells,999,77,0,DR,5.08E-10,
1,H10,361,4757,Ecells,999,77,0,DR,1.52E-09,
1,I10,367,5243,Ecells,999,77,0,DR,4.57E-09,
1,J10,315,4412,Ecells,999,77,0,DR,1.37E-08,
1,K10,359,5208,Ecells,999,77,0,DR,4.12E-08,
1,L10,1236,4158,Ecells,999,77,0,DR,3.70E-07,
1,M10,4359,4147,Ecells,999,77,0,DR,1.11E-06,
1,N10,522,4374,Ecells,999,77,0,DR,1.23E-07,
1,O10,7497,3969,Ecells,999,77,0,DR,3.33E-06,
1,P10,8687,4026,Ecells,999,77,0,DR,0.00001,
1,A11,590,4089,Ecells,5855,811,,control,1.00E-12,
1,B11,276,7138,Ecells,999,77,0,DR,1.00E-12,
1,C11,242,7916,Ecells,999,77,0,DR,1.00E-12,
1,D11,309,6562,Ecells,999,77,0,DR,1.88E-11,
1,E11,267,6030,Ecells,999,77,0,DR,5.65E-11,
1,F11,317,6320,Ecells,999,77,0,DR,1.69E-10,
1,G11,360,5778,Ecells,999,77,0,DR,5.08E-10,
1,H11,316,5458,Ecells,999,77,0,DR,1.52E-09,
1,I11,318,5809,Ecells,999,77,0,DR,4.57E-09,
1,J11,314,5679,Ecells,999,77,0,DR,1.37E-08,
1,K11,339,5379,Ecells,999,77,0,DR,4.12E-08,
1,L11,1491,4501,Ecells,999,77,0,DR,3.70E-07,
1,M11,4854,4768,Ecells,999,77,0,DR,1.11E-06,
1,N11,599,4755,Ecells,999,77,0,DR,1.23E-07,
1,O11,8585,4287,Ecells,999,77,0,DR,3.33E-06,
1,P11,9503,4119,Ecells,999,77,0,DR,0.00001,
1,A12,553,3268,Ecells,5855,811,,control,1.00E-12,
1,B12,304,7209,Ecells,999,77,0,DR,1.00E-12,
1,C12,256,6921,Ecells,999,77,0,DR,1.00E-12,
1,D12,303,6842,Ecells,999,77,0,DR,1.88E-11,
1,E12,294,6055,Ecells,999,77,0,DR,5.65E-11,
1,F12,271,5663,Ecells,999,77,0,DR,1.69E-10,
1,G12,282,6147,Ecells,999,77,0,DR,5.08E-10,
1,H12,330,5256,Ecells,999,77,0,DR,1.52E-09,
1,I12,311,4930,Ecells,999,77,0,DR,4.57E-09,
1,J12,319,5176,Ecells,999,77,0,DR,1.37E-08,
1,K12,313,4656,Ecells,999,77,0,DR,4.12E-08,
1,L12,1322,4770,Ecells,999,77,0,DR,3.70E-07,
1,M12,4352,4310,Ecells,999,77,0,DR,1.11E-06,
1,N12,492,4773,Ecells,999,77,0,DR,1.23E-07,
1,O12,8638,3663,Ecells,999,77,0,DR,3.33E-06,
1,P12,8569,4222,Ecells,999,77,0,DR,0.00001,
1,A13,4109,6883,Ecells,999,77,,control,1.00E-12,
1,B13,2925,6936,Ecells,999,77,1157,antagScreen,1.00E-06,3.00E-05
1,C13,3601,6283,Ecells,999,77,842,antagScreen,1.00E-06,3.00E-05
1,D13,2904,5574,Ecells,999,77,1158,antagScreen,1.00E-06,3.00E-05
1,E13,2605,5752,Ecells,999,77,843,antagScreen,1.00E-06,3.00E-05
1,F13,3013,5312,Ecells,999,77,1159,antagScreen,1.00E-06,3.00E-05
1,G13,2501,5014,Ecells,999,77,844,antagScreen,1.00E-06,3.00E-05
1,H13,2954,4939,Ecells,999,77,1160,antagScreen,1.00E-06,3.00E-05
1,I13,2654,4905,Ecells,999,77,845,antagScreen,1.00E-06,3.00E-05
1,J13,2247,4736,Ecells,999,77,1161,antagScreen,1.00E-06,3.00E-05
1,K13,2978,4631,Ecells,999,77,846,antagScreen,1.00E-06,3.00E-05
1,L13,3339,4591,Ecells,999,77,1162,antagScreen,1.00E-06,3.00E-05
1,M13,3108,4565,Ecells,999,77,847,antagScreen,1.00E-06,3.00E-05
1,N13,4051,4340,Ecells,999,77,1163,antagScreen,1.00E-06,3.00E-05
1,O13,5298,4041,Ecells,999,77,848,antagScreen,1.00E-06,3.00E-05
1,P13,5950,4545,Ecells,999,77,1164,antagScreen,1.00E-06,3.00E-05
1,A14,3173,5074,Ecells,999,77,,control,1.00E-06,
1,B14,2829,6440,Ecells,999,77,1257,antagScreen,1.00E-06,3.00E-05
1,C14,3386,6100,Ecells,999,77,944,antagScreen,1.00E-06,3.00E-05
1,D14,3170,5889,Ecells,999,77,1258,antagScreen,1.00E-06,3.00E-05
1,E14,3605,5361,Ecells,999,77,945,antagScreen,1.00E-06,3.00E-05
1,F14,3630,4935,Ecells,999,77,1259,antagScreen,1.00E-06,3.00E-05
1,G14,3668,5569,Ecells,999,77,946,antagScreen,1.00E-06,3.00E-05
1,H14,3348,5455,Ecells,999,77,1260,antagScreen,1.00E-06,3.00E-05
1,I14,3147,4629,Ecells,999,77,947,antagScreen,1.00E-06,3.00E-05
1,J14,3311,5005,Ecells,999,77,1261,antagScreen,1.00E-06,3.00E-05
1,K14,4301,4785,Ecells,999,77,948,antagScreen,1.00E-06,3.00E-05
1,L14,3611,4767,Ecells,999,77,1262,antagScreen,1.00E-06,3.00E-05
1,M14,3122,4506,Ecells,999,77,949,antagScreen,1.00E-06,3.00E-05
1,N14,3437,4442,Ecells,999,77,1263,antagScreen,1.00E-06,3.00E-05
1,O14,5297,4198,Ecells,999,77,950,antagScreen,1.00E-06,3.00E-05
1,P14,3922,3987,Ecells,999,77,1264,antagScreen,1.00E-06,3.00E-05
1,A15,3619,7396,Ecells,999,77,,control,1.00E-06,
1,B15,3574,7174,Ecells,999,77,1165,antagScreen,1.00E-06,3.00E-05
1,C15,3001,6652,Ecells,999,77,850,antagScreen,1.00E-06,3.00E-05
1,D15,3286,5820,Ecells,999,77,1166,antagScreen,1.00E-06,3.00E-05
1,E15,3223,5782,Ecells,999,77,851,antagScreen,1.00E-06,3.00E-05
1,F15,3144,4762,Ecells,999,77,1167,antagScreen,1.00E-06,3.00E-05
1,G15,3272,5187,Ecells,999,77,852,antagScreen,1.00E-06,3.00E-05
1,H15,3249,4937,Ecells,999,77,1168,antagScreen,1.00E-06,3.00E-05
1,I15,3153,5188,Ecells,999,77,853,antagScreen,1.00E-06,3.00E-05
1,J15,3008,5142,Ecells,999,77,1169,antagScreen,1.00E-06,3.00E-05
1,K15,3359,4669,Ecells,999,77,854,antagScreen,1.00E-06,3.00E-05
1,L15,2721,4819,Ecells,999,77,1170,antagScreen,1.00E-06,3.00E-05
1,M15,3439,4332,Ecells,999,77,855,antagScreen,1.00E-06,3.00E-05
1,N15,3804,4327,Ecells,999,77,1171,antagScreen,1.00E-06,3.00E-05
1,O15,3971,3808,Ecells,999,77,856,antagScreen,1.00E-06,3.00E-05
1,P15,3698,4113,Ecells,999,77,1172,antagScreen,1.00E-06,3.00E-05
1,A16,3075,5459,Ecells,999,77,,control,1.00E-06,
1,B16,3486,6920,Ecells,999,77,1265,antagScreen,1.00E-06,3.00E-05
1,C16,3829,6558,Ecells,999,77,952,antagScreen,1.00E-06,3.00E-05
1,D16,3549,5916,Ecells,999,77,1266,antagScreen,1.00E-06,3.00E-05
1,E16,3707,5763,Ecells,999,77,953,antagScreen,1.00E-06,3.00E-05
1,F16,3403,4865,Ecells,999,77,1267,antagScreen,1.00E-06,3.00E-05
1,G16,3136,5326,Ecells,999,77,954,antagScreen,1.00E-06,3.00E-05
1,H16,2700,5111,Ecells,999,77,1268,antagScreen,1.00E-06,3.00E-05
1,I16,2914,4991,Ecells,999,77,955,antagScreen,1.00E-06,3.00E-05
1,J16,3085,4683,Ecells,999,77,1269,antagScreen,1.00E-06,3.00E-05
1,K16,3970,5107,Ecells,999,77,956,antagScreen,1.00E-06,3.00E-05
1,L16,3472,4553,Ecells,999,77,1270,antagScreen,1.00E-06,3.00E-05
1,M16,4377,4368,Ecells,999,77,957,antagScreen,1.00E-06,3.00E-05
1,N16,4117,4449,Ecells,999,77,1271,antagScreen,1.00E-06,3.00E-05
1,O16,4569,4090,Ecells,999,77,958,antagScreen,1.00E-06,3.00E-05
1,P16,4104,4224,Ecells,999,77,1272,antagScreen,1.00E-06,3.00E-05
1,A17,4011,6833,Ecells,999,77,,control,1.00E-06,
1,B17,5386,6778,Ecells,999,77,1173,antagScreen,1.00E-06,3.00E-05
1,C17,3698,6185,Ecells,999,77,858,antagScreen,1.00E-06,3.00E-05
1,D17,3000,5432,Ecells,999,77,1174,antagScreen,1.00E-06,3.00E-05
1,E17,2645,5542,Ecells,999,77,859,antagScreen,1.00E-06,3.00E-05
1,F17,3187,4650,Ecells,999,77,1175,antagScreen,1.00E-06,3.00E-05
1,G17,3602,5059,Ecells,999,77,860,antagScreen,1.00E-06,3.00E-05
1,H17,2971,4857,Ecells,999,77,1176,antagScreen,1.00E-06,3.00E-05
1,I17,2406,4877,Ecells,999,77,867,antagScreen,1.00E-06,3.00E-05
1,J17,2642,4911,Ecells,999,77,1177,antagScreen,1.00E-06,3.00E-05
1,K17,3321,4558,Ecells,999,77,868,antagScreen,1.00E-06,3.00E-05
1,L17,3393,4670,Ecells,999,77,1178,antagScreen,1.00E-06,3.00E-05
1,M17,2893,4299,Ecells,999,77,869,antagScreen,1.00E-06,3.00E-05
1,N17,3945,4385,Ecells,999,77,1179,antagScreen,1.00E-06,3.00E-05
1,O17,4899,4551,Ecells,999,77,870,antagScreen,1.00E-06,3.00E-05
1,P17,5176,4224,Ecells,999,77,1180,antagScreen,1.00E-06,3.00E-05
1,A18,3103,4480,Ecells,999,811,,control,1.00E-12,
1,B18,3311,6746,Ecells,999,77,1273,antagScreen,1.00E-06,3.00E-05
1,C18,3824,6231,Ecells,999,77,960,antagScreen,1.00E-06,3.00E-05
1,D18,3310,5536,Ecells,999,77,1274,antagScreen,1.00E-06,3.00E-05
1,E18,3701,5847,Ecells,999,77,961,antagScreen,1.00E-06,3.00E-05
1,F18,4013,4195,Ecells,999,77,1275,antagScreen,1.00E-06,3.00E-05
1,G18,3269,4749,Ecells,999,77,962,antagScreen,1.00E-06,3.00E-05
1,H18,3162,5027,Ecells,999,77,1276,antagScreen,1.00E-06,3.00E-05
1,I18,3313,4483,Ecells,999,77,963,antagScreen,1.00E-06,3.00E-05
1,J18,3787,4865,Ecells,999,77,1277,antagScreen,1.00E-06,3.00E-05
1,K18,3629,4522,Ecells,999,77,964,antagScreen,1.00E-06,3.00E-05
1,L18,3793,4657,Ecells,999,77,1278,antagScreen,1.00E-06,3.00E-05
1,M18,4203,4319,Ecells,999,77,965,antagScreen,1.00E-06,3.00E-05
1,N18,3676,4071,Ecells,999,77,1279,antagScreen,1.00E-06,3.00E-05
1,O18,3540,4352,Ecells,999,77,966,antagScreen,1.00E-06,3.00E-05
1,P18,2964,4192,Ecells,999,77,1280,antagScreen,1.00E-06,3.00E-05
1,A19,324,7707,Ecells,999,811,,control,1.00E-12,
1,B19,3782,6593,Ecells,999,77,673,antagScreen,1.00E-06,3.00E-05
1,C19,3756,6060,Ecells,999,77,482,antagScreen,1.00E-06,3.00E-05
1,D19,3008,5822,Ecells,999,77,674,antagScreen,1.00E-06,3.00E-05
1,E19,3320,5190,Ecells,999,77,483,antagScreen,1.00E-06,3.00E-05
1,F19,2662,4504,Ecells,999,77,675,antagScreen,1.00E-06,3.00E-05
1,G19,2968,5314,Ecells,999,77,484,antagScreen,1.00E-06,3.00E-05
1,H19,3187,4888,Ecells,999,77,676,antagScreen,1.00E-06,3.00E-05
1,I19,2996,4753,Ecells,999,77,485,antagScreen,1.00E-06,3.00E-05
1,J19,2895,5019,Ecells,999,77,677,antagScreen,1.00E-06,3.00E-05
1,K19,3819,4635,Ecells,999,77,486,antagScreen,1.00E-06,3.00E-05
1,L19,1946,4847,Ecells,999,77,678,antagScreen,1.00E-06,3.00E-05
1,M19,3094,4531,Ecells,999,77,487,antagScreen,1.00E-06,3.00E-05
1,N19,4248,4201,Ecells,999,77,679,antagScreen,1.00E-06,3.00E-05
1,O19,3911,4274,Ecells,999,77,488,antagScreen,1.00E-06,3.00E-05
1,P19,4323,3902,Ecells,999,77,680,antagScreen,1.00E-06,3.00E-05
1,A20,262,6102,Ecells,999,811,,control,1.00E-12,
1,B20,3321,6827,Ecells,999,77,713,antagScreen,1.00E-06,3.00E-05
1,C20,3825,5889,Ecells,999,77,522,antagScreen,1.00E-06,3.00E-05
1,D20,3300,5196,Ecells,999,77,714,antagScreen,1.00E-06,3.00E-05
1,E20,3759,5386,Ecells,999,77,523,antagScreen,1.00E-06,3.00E-05
1,F20,3855,5033,Ecells,999,77,715,antagScreen,1.00E-06,3.00E-05
1,G20,3070,5054,Ecells,999,77,524,antagScreen,1.00E-06,3.00E-05
1,H20,3599,5150,Ecells,999,77,716,antagScreen,1.00E-06,3.00E-05
1,I20,3590,4421,Ecells,999,77,525,antagScreen,1.00E-06,3.00E-05
1,J20,3434,4864,Ecells,999,77,717,antagScreen,1.00E-06,3.00E-05
1,K20,3274,4445,Ecells,999,77,526,antagScreen,1.00E-06,3.00E-05
1,L20,3766,4296,Ecells,999,77,718,antagScreen,1.00E-06,3.00E-05
1,M20,3795,4256,Ecells,999,77,527,antagScreen,1.00E-06,3.00E-05
1,N20,3693,4246,Ecells,999,77,719,antagScreen,1.00E-06,3.00E-05
1,O20,4690,4286,Ecells,999,77,528,antagScreen,1.00E-06,3.00E-05
1,P20,3475,3698,Ecells,999,77,720,antagScreen,1.00E-06,3.00E-05
1,A21,369,7667,Ecells,999,811,,control,1.00E-12,
1,B21,8891,6831,Ecells,999,77,625,antagScreen,1.00E-06,3.00E-05
1,C21,3795,7019,Ecells,999,77,434,antagScreen,1.00E-06,3.00E-05
1,D21,3484,6042,Ecells,999,77,626,antagScreen,1.00E-06,3.00E-05
1,E21,4513,5704,Ecells,999,77,435,antagScreen,1.00E-06,3.00E-05
1,F21,3870,5857,Ecells,999,77,627,antagScreen,1.00E-06,3.00E-05
1,G21,3106,5492,Ecells,999,77,436,antagScreen,1.00E-06,3.00E-05
1,H21,4047,5497,Ecells,999,77,628,antagScreen,1.00E-06,3.00E-05
1,I21,4479,5616,Ecells,999,77,437,antagScreen,1.00E-06,3.00E-05
1,J21,4359,5311,Ecells,999,77,629,antagScreen,1.00E-06,3.00E-05
1,K21,3610,5134,Ecells,999,77,438,antagScreen,1.00E-06,3.00E-05
1,L21,3943,5001,Ecells,999,77,630,antagScreen,1.00E-06,3.00E-05
1,M21,3429,4843,Ecells,999,77,439,antagScreen,1.00E-06,3.00E-05
1,N21,3948,4601,Ecells,999,77,631,antagScreen,1.00E-06,3.00E-05
1,O21,4657,4704,Ecells,999,77,440,antagScreen,1.00E-06,3.00E-05
1,P21,6335,4866,Ecells,999,77,632,antagScreen,1.00E-06,3.00E-05
1,A22,447,4470,Ecells,999,811,265,control,1.00E-12,3.00E-05
1,B22,2720,6364,Ecells,999,77,721,antagScreen,1.00E-06,3.00E-05
1,C22,3518,6444,Ecells,999,77,530,antagScreen,1.00E-06,3.00E-05
1,D22,3029,6447,Ecells,999,77,722,antagScreen,1.00E-06,3.00E-05
1,E22,3856,5982,Ecells,999,77,531,antagScreen,1.00E-06,3.00E-05
1,F22,2718,5092,Ecells,999,77,723,antagScreen,1.00E-06,3.00E-05
1,G22,3272,5522,Ecells,999,77,532,antagScreen,1.00E-06,3.00E-05
1,H22,3406,5926,Ecells,999,77,724,antagScreen,1.00E-06,3.00E-05
