ExperimentKey,TransfectionDate,PlateNum,CloneKey,Odor1K,Odor2K,Odor3K,Odor4K,Odor5K,Odor1C,Odor2C,Odor3C,Odor4C,Odor5C,PlateLocation,LucData,RLData,Notes,384Location,LabNoteBook,TransfectionType,CellType
396267,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I2,12795,3251,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396268,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J2,10400,2885,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396269,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K2,8914,3311,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396270,07-Feb-17,1,830,817,0,,,,0.50,0,,,,L2,9524,3362,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396271,07-Feb-17,1,830,817,0,,,,0.50,0,,,,M2,10769,4204,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396272,07-Feb-17,1,830,817,0,,,,0.50,0,,,,N2,9094,4324,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396273,07-Feb-17,1,830,817,0,,,,0.50,0,,,,O2,7863,4363,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396274,07-Feb-17,1,830,817,0,,,,0.50,0,,,,P2,7354,4958,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396275,07-Feb-17,1,830,817,0,,,,0.50,0,,,,A3,9741,2246,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396276,07-Feb-17,1,830,817,0,,,,0.50,0,,,,B3,10864,2449,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396277,07-Feb-17,1,830,817,0,,,,0.50,0,,,,C3,12714,2450,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396278,07-Feb-17,1,830,817,0,,,,0.50,0,,,,D3,12075,2940,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396279,07-Feb-17,1,830,817,0,,,,0.50,0,,,,E3,11821,2750,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396280,07-Feb-17,1,830,817,0,,,,0.50,0,,,,F3,11669,2862,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396281,07-Feb-17,1,830,817,0,,,,0.50,0,,,,G3,13922,3169,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396282,07-Feb-17,1,830,817,0,,,,0.50,0,,,,H3,11573,2987,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396283,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I3,8570,2421,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396284,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J3,9841,2802,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396285,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K3,10088,2958,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396286,07-Feb-17,1,830,817,0,,,,0.50,0,,,,L3,9933,3231,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396287,07-Feb-17,1,830,817,0,,,,0.50,0,,,,M3,10150,3502,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396288,07-Feb-17,1,830,817,0,,,,0.50,0,,,,N3,9036,3638,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396289,07-Feb-17,1,830,817,0,,,,0.50,0,,,,O3,9718,4175,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396290,07-Feb-17,1,830,817,0,,,,0.50,0,,,,P3,8486,4658,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396291,07-Feb-17,1,830,817,0,,,,0.50,0,,,,A4,10350,2206,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396292,07-Feb-17,1,830,817,0,,,,0.50,0,,,,B4,12500,2405,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396293,07-Feb-17,1,830,817,0,,,,0.50,0,,,,C4,10521,2478,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396294,07-Feb-17,1,830,817,0,,,,0.50,0,,,,D4,12437,2643,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396295,07-Feb-17,1,830,817,0,,,,0.50,0,,,,E4,13539,2639,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396296,07-Feb-17,1,830,817,0,,,,0.50,0,,,,F4,14210,2572,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396297,07-Feb-17,1,830,817,0,,,,0.50,0,,,,G4,11633,2878,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396298,07-Feb-17,1,830,817,0,,,,0.50,0,,,,H4,12432,3034,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396299,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I4,12119,3084,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396300,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J4,10889,3134,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396301,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K4,9540,2781,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396302,07-Feb-17,1,830,817,0,,,,0.50,0,,,,L4,10271,3495,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396303,07-Feb-17,1,830,817,0,,,,0.50,0,,,,M4,11572,3451,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396304,07-Feb-17,1,830,817,0,,,,0.50,0,,,,N4,10890,3805,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396305,07-Feb-17,1,830,817,0,,,,0.50,0,,,,O4,10617,3864,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396306,07-Feb-17,1,830,817,0,,,,0.50,0,,,,P4,8587,4385,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396307,07-Feb-17,1,830,817,0,,,,0.50,0,,,,A5,11376,2505,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396308,07-Feb-17,1,830,817,0,,,,0.50,0,,,,B5,11272,2607,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396309,07-Feb-17,1,830,817,0,,,,0.50,0,,,,C5,11257,2675,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396310,07-Feb-17,1,830,817,0,,,,0.50,0,,,,D5,10937,2354,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396311,07-Feb-17,1,830,817,0,,,,0.50,0,,,,E5,12250,2300,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396312,07-Feb-17,1,830,817,0,,,,0.50,0,,,,F5,12577,2825,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396313,07-Feb-17,1,830,817,0,,,,0.50,0,,,,G5,12810,3010,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396314,07-Feb-17,1,830,817,0,,,,0.50,0,,,,H5,10724,3000,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396315,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I5,11007,3139,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396316,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J5,10019,3258,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396317,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K5,9456,2789,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396318,07-Feb-17,1,830,817,0,,,,0.50,0,,,,L5,10036,3380,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396319,07-Feb-17,1,830,817,0,,,,0.50,0,,,,M5,10049,3824,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396320,07-Feb-17,1,830,817,0,,,,0.50,0,,,,N5,8576,3943,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396321,07-Feb-17,1,830,817,0,,,,0.50,0,,,,O5,10204,4120,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396322,07-Feb-17,1,830,817,0,,,,0.50,0,,,,P5,7443,4733,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396323,07-Feb-17,1,830,817,0,,,,0.50,0,,,,A6,8130,2368,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396324,07-Feb-17,1,830,817,0,,,,0.50,0,,,,B6,11289,2519,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396325,07-Feb-17,1,830,817,0,,,,0.50,0,,,,C6,11735,2683,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396326,07-Feb-17,1,830,817,0,,,,0.50,0,,,,D6,11594,2775,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396327,07-Feb-17,1,830,817,0,,,,0.50,0,,,,E6,10770,2643,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396328,07-Feb-17,1,830,817,0,,,,0.50,0,,,,F6,11467,2694,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396329,07-Feb-17,1,830,817,0,,,,0.50,0,,,,G6,11583,3274,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396330,07-Feb-17,1,830,817,0,,,,0.50,0,,,,H6,10859,2911,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396331,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I6,10798,2925,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396332,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J6,10403,3266,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396333,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K6,10241,2959,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396334,07-Feb-17,1,830,817,0,,,,0.50,0,,,,L6,10241,3206,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396335,07-Feb-17,1,830,817,0,,,,0.50,0,,,,M6,9371,3438,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396336,07-Feb-17,1,830,817,0,,,,0.50,0,,,,N6,10169,3753,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396337,07-Feb-17,1,830,817,0,,,,0.50,0,,,,O6,9181,3930,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396338,07-Feb-17,1,830,817,0,,,,0.50,0,,,,P6,7703,4631,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396339,07-Feb-17,1,830,817,0,,,,0.50,0,,,,A7,9318,2387,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396340,07-Feb-17,1,830,817,0,,,,0.50,0,,,,B7,11555,2397,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396341,07-Feb-17,1,830,817,0,,,,0.50,0,,,,C7,11340,2684,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396342,07-Feb-17,1,830,817,0,,,,0.50,0,,,,D7,10920,2800,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396343,07-Feb-17,1,830,817,0,,,,0.50,0,,,,E7,12455,2583,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396344,07-Feb-17,1,830,817,0,,,,0.50,0,,,,F7,10809,2889,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396345,07-Feb-17,1,830,817,0,,,,0.50,0,,,,G7,10059,2776,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396346,07-Feb-17,1,830,817,0,,,,0.50,0,,,,H7,10385,2961,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396347,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I7,11427,3245,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396348,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J7,9391,3169,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396349,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K7,9649,3309,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396350,07-Feb-17,1,830,817,0,,,,0.50,0,,,,L7,9862,3241,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396351,07-Feb-17,1,830,817,0,,,,0.50,0,,,,M7,9117,3533,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396352,07-Feb-17,1,830,817,0,,,,0.50,0,,,,N7,10175,4102,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396353,07-Feb-17,1,830,817,0,,,,0.50,0,,,,O7,9730,4133,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396354,07-Feb-17,1,830,817,0,,,,0.50,0,,,,P7,8256,4793,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396355,07-Feb-17,1,830,817,0,,,,0.50,0,,,,A8,9528,2512,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396356,07-Feb-17,1,830,817,0,,,,0.50,0,,,,B8,12118,2781,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396357,07-Feb-17,1,830,817,0,,,,0.50,0,,,,C8,13407,2438,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396358,07-Feb-17,1,830,817,0,,,,0.50,0,,,,D8,11644,2334,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396359,07-Feb-17,1,830,817,0,,,,0.50,0,,,,E8,10265,2763,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396360,07-Feb-17,1,830,817,0,,,,0.50,0,,,,F8,10449,2753,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396361,07-Feb-17,1,830,817,0,,,,0.50,0,,,,G8,10274,2785,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396362,07-Feb-17,1,830,817,0,,,,0.50,0,,,,H8,10305,2854,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396363,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I8,10178,2951,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396364,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J8,9887,3288,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396365,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K8,9634,3327,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396366,07-Feb-17,1,830,817,0,,,,0.50,0,,,,L8,9004,3217,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396367,07-Feb-17,1,830,817,0,,,,0.50,0,,,,M8,8620,3473,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396368,07-Feb-17,1,830,817,0,,,,0.50,0,,,,N8,9992,4417,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396369,07-Feb-17,1,830,817,0,,,,0.50,0,,,,O8,8388,4406,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396370,07-Feb-17,1,830,817,0,,,,0.50,0,,,,P8,6823,4480,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396371,07-Feb-17,1,830,817,0,,,,0.50,0,,,,A9,9879,2336,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396372,07-Feb-17,1,830,817,0,,,,0.50,0,,,,B9,11273,2182,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396373,07-Feb-17,1,830,817,0,,,,0.50,0,,,,C9,10020,2317,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396374,07-Feb-17,1,830,817,0,,,,0.50,0,,,,D9,11921,2778,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396375,07-Feb-17,1,830,817,0,,,,0.50,0,,,,E9,11234,2746,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396376,07-Feb-17,1,830,817,0,,,,0.50,0,,,,F9,10343,2853,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396377,07-Feb-17,1,830,817,0,,,,0.50,0,,,,G9,12001,2977,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396378,07-Feb-17,1,830,817,0,,,,0.50,0,,,,H9,10256,3176,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396379,07-Feb-17,1,830,817,0,,,,0.50,0,,,,I9,10434,3215,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396380,07-Feb-17,1,830,817,0,,,,0.50,0,,,,J9,9935,2970,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
396381,07-Feb-17,1,830,817,0,,,,0.50,0,,,,K9,9630,2857,"Testing 384 well plate for plate effects; cell plated and transfected normally, plate read on special protocol - top to bottom",,Kamarck,antag alone,E Cells
