"","plateDate","plateNum","RL_pValue","RL_R","Luc_pValue","Luc_R"
"1","1-17-17",1,1.07433287662128e-10,0.103498112132362,1.07433287662128e-10,0.103498112132362
"2","1-26-17",1,0.0723804804178602,0.00842612909173591,1.17629231250884e-07,0.0709106476377358
"3","1-26-17",2,0.981111346642307,1.46929086512187e-06,9.942137355705e-16,0.155418382663656
"4","1-26-17",3,0.0086733053646737,0.0178952739898331,2.66044033637789e-43,0.392823479745134
"5","1-26-17",4,0.000965369677770863,0.028148761866054,0.0346123059148791,0.0116334789103024
