Receptor,SV40,CRE,Row,Column,masterMix,Plate,TMAConcentration,receptorType,Luc,RL,,,,
5,0.75,32.5,E,9,8,4,3.7037E-05,TAAR5,12302,2009,,,,
5,0.75,32.5,F,9,8,4,0.000111111,TAAR5,15536,2129,,,,
5,0.75,32.5,G,9,8,4,0.000333333,TAAR5,19909,2534,,,,
5,0.75,32.5,H,9,8,4,0.001,TAAR5,20636,2852,,,,
5,0.75,32.5,A,10,8,4,0,Rho,1135,3534,,,,
5,0.75,32.5,B,10,8,4,1.37174E-06,Rho,1040,3345,,,,
5,0.75,32.5,C,10,8,4,4.11523E-06,Rho,1028,2978,,,,
5,0.75,32.5,D,10,8,4,1.23457E-05,Rho,980,3120,,,,
5,0.75,32.5,E,10,8,4,3.7037E-05,Rho,1081,2849,,,,
5,0.75,32.5,F,10,8,4,0.000111111,Rho,1071,3186,,,,
5,0.75,32.5,G,10,8,4,0.000333333,Rho,1170,3273,,,,
5,0.75,32.5,H,10,8,4,0.001,Rho,1178,3614,,,,
5,0.75,32.5,A,11,8,4,0,Rho,1050,3467,,,,
5,0.75,32.5,B,11,8,4,1.37174E-06,Rho,1040,3454,,,,
5,0.75,32.5,C,11,8,4,4.11523E-06,Rho,1013,3317,,,,
5,0.75,32.5,D,11,8,4,1.23457E-05,Rho,961,3396,,,,
5,0.75,32.5,E,11,8,4,3.7037E-05,Rho,1079,3197,,,,
5,0.75,32.5,F,11,8,4,0.000111111,Rho,1070,3371,,,,
5,0.75,32.5,G,11,8,4,0.000333333,Rho,1052,3411,,,,
5,0.75,32.5,H,11,8,4,0.001,Rho,1064,3545,,,,
5,0.75,32.5,A,12,8,4,0,Rho,1076,3935,,,,
5,0.75,32.5,B,12,8,4,1.37174E-06,Rho,1083,3713,,,,
5,0.75,32.5,C,12,8,4,4.11523E-06,Rho,999,3692,,,,
5,0.75,32.5,D,12,8,4,1.23457E-05,Rho,967,3750,,,,
5,0.75,32.5,E,12,8,4,3.7037E-05,Rho,1011,3759,,,,
5,0.75,32.5,F,12,8,4,0.000111111,Rho,987,3811,,,,
5,0.75,32.5,G,12,8,4,0.000333333,Rho,902,3498,,,,
5,0.75,32.5,H,12,8,4,0.001,Rho,936,4049,,,,
3.75,0.75,22.5,A,1,9,5,0,TAAR5,996,3280,,,,
3.75,0.75,22.5,B,1,9,5,1.37174E-06,TAAR5,1593,3156,,,,
3.75,0.75,22.5,C,1,9,5,4.11523E-06,TAAR5,3574,3103,,,,
3.75,0.75,22.5,D,1,9,5,1.23457E-05,TAAR5,7940,2992,,,,
3.75,0.75,22.5,E,1,9,5,3.7037E-05,TAAR5,13162,2743,,,,
3.75,0.75,22.5,F,1,9,5,0.000111111,TAAR5,19786,2927,,,,
3.75,0.75,22.5,G,1,9,5,0.000333333,TAAR5,22349,2723,,,,
3.75,0.75,22.5,H,1,9,5,0.001,TAAR5,19768,3215,,,,
3.75,0.75,22.5,A,2,9,5,0,TAAR5,1082,3308,,,,
3.75,0.75,22.5,B,2,9,5,1.37174E-06,TAAR5,1595,2974,,,,
3.75,0.75,22.5,C,2,9,5,4.11523E-06,TAAR5,3871,2862,,,,
3.75,0.75,22.5,D,2,9,5,1.23457E-05,TAAR5,7547,2768,,,,
3.75,0.75,22.5,E,2,9,5,3.7037E-05,TAAR5,13683,2739,,,,
3.75,0.75,22.5,F,2,9,5,0.000111111,TAAR5,18068,2797,,,,
3.75,0.75,22.5,G,2,9,5,0.000333333,TAAR5,22443,3030,,,,
3.75,0.75,22.5,H,2,9,5,0.001,TAAR5,23691,2676,,,,
3.75,0.75,22.5,A,3,9,5,0,TAAR5,1032,3227,,,,
3.75,0.75,22.5,B,3,9,5,1.37174E-06,TAAR5,1745,2989,,,,
3.75,0.75,22.5,C,3,9,5,4.11523E-06,TAAR5,3270,2543,,,,
3.75,0.75,22.5,D,3,9,5,1.23457E-05,TAAR5,7334,2316,,,,
3.75,0.75,22.5,E,3,9,5,3.7037E-05,TAAR5,13004,2738,,,,
3.75,0.75,22.5,F,3,9,5,0.000111111,TAAR5,19218,2254,,,,
3.75,0.75,22.5,G,3,9,5,0.000333333,TAAR5,23513,2813,,,,
3.75,0.75,22.5,H,3,9,5,0.001,TAAR5,22567,2741,,,,
3.75,0.75,22.5,A,4,9,5,0,Rho,852,3292,,,,
3.75,0.75,22.5,B,4,9,5,1.37174E-06,Rho,727,2813,,,,
3.75,0.75,22.5,C,4,9,5,4.11523E-06,Rho,728,2548,,,,
3.75,0.75,22.5,D,4,9,5,1.23457E-05,Rho,781,2760,,,,
3.75,0.75,22.5,E,4,9,5,3.7037E-05,Rho,796,2628,,,,
3.75,0.75,22.5,F,4,9,5,0.000111111,Rho,826,2588,,,,
3.75,0.75,22.5,G,4,9,5,0.000333333,Rho,936,2842,,,,
3.75,0.75,22.5,H,4,9,5,0.001,Rho,933,3134,,,,
3.75,0.75,22.5,A,5,9,5,0,Rho,836,3156,,,,
3.75,0.75,22.5,B,5,9,5,1.37174E-06,Rho,764,3013,,,,
3.75,0.75,22.5,C,5,9,5,4.11523E-06,Rho,713,2575,,,,
3.75,0.75,22.5,D,5,9,5,1.23457E-05,Rho,738,2728,,,,
3.75,0.75,22.5,E,5,9,5,3.7037E-05,Rho,730,2608,,,,
3.75,0.75,22.5,F,5,9,5,0.000111111,Rho,748,2728,,,,
3.75,0.75,22.5,G,5,9,5,0.000333333,Rho,833,2852,,,,
3.75,0.75,22.5,H,5,9,5,0.001,Rho,784,3297,,,,
3.75,0.75,22.5,A,6,9,5,0,Rho,739,3381,,,,
3.75,0.75,22.5,B,6,9,5,1.37174E-06,Rho,812,2981,,,,
3.75,0.75,22.5,C,6,9,5,4.11523E-06,Rho,758,3019,,,,
3.75,0.75,22.5,D,6,9,5,1.23457E-05,Rho,759,2309,,,,
3.75,0.75,22.5,E,6,9,5,3.7037E-05,Rho,850,2107,,,,
3.75,0.75,22.5,F,6,9,5,0.000111111,Rho,826,2209,,,,
3.75,0.75,22.5,G,6,9,5,0.000333333,Rho,927,3054,,,,
3.75,0.75,22.5,H,6,9,5,0.001,Rho,909,3269,,,,
5,1,22.5,A,7,10,5,0,TAAR5,971,3785,,,,
5,1,22.5,B,7,10,5,1.37174E-06,TAAR5,1770,3936,,,,
5,1,22.5,C,7,10,5,4.11523E-06,TAAR5,3897,3366,,,,
5,1,22.5,D,7,10,5,1.23457E-05,TAAR5,8572,3322,,,,
5,1,22.5,E,7,10,5,3.7037E-05,TAAR5,12263,3214,,,,
5,1,22.5,F,7,10,5,0.000111111,TAAR5,16829,3175,,,,
5,1,22.5,G,7,10,5,0.000333333,TAAR5,19230,3324,,,,
5,1,22.5,H,7,10,5,0.001,TAAR5,19006,3287,,,,
5,1,22.5,A,8,10,5,0,TAAR5,964,3870,,,,
5,1,22.5,B,8,10,5,1.37174E-06,TAAR5,1693,3819,,,,
5,1,22.5,C,8,10,5,4.11523E-06,TAAR5,4311,3550,,,,
5,1,22.5,D,8,10,5,1.23457E-05,TAAR5,8080,3338,,,,
5,1,22.5,E,8,10,5,3.7037E-05,TAAR5,11980,3302,,,,
5,1,22.5,F,8,10,5,0.000111111,TAAR5,16104,3123,,,,
5,1,22.5,G,8,10,5,0.000333333,TAAR5,19003,3234,,,,
5,1,22.5,H,8,10,5,0.001,TAAR5,20506,3480,,,,
5,1,22.5,A,9,10,5,0,TAAR5,958,4105,,,,
5,1,22.5,B,9,10,5,1.37174E-06,TAAR5,1964,3729,,,,
5,1,22.5,C,9,10,5,4.11523E-06,TAAR5,4156,3374,,,,
5,1,22.5,D,9,10,5,1.23457E-05,TAAR5,7444,3173,,,,
5,1,22.5,E,9,10,5,3.7037E-05,TAAR5,10852,3059,,,,
5,1,22.5,F,9,10,5,0.000111111,TAAR5,14161,2661,,,,
5,1,22.5,G,9,10,5,0.000333333,TAAR5,18045,2834,,,,
5,1,22.5,H,9,10,5,0.001,TAAR5,19073,3291,,,,
5,1,22.5,A,10,10,5,0,Rho,673,4102,,,,
5,1,22.5,B,10,10,5,1.37174E-06,Rho,732,4045,,,,
5,1,22.5,C,10,10,5,4.11523E-06,Rho,781,3727,,,,
5,1,22.5,D,10,10,5,1.23457E-05,Rho,781,3511,,,,
5,1,22.5,E,10,10,5,3.7037E-05,Rho,826,3300,,,,
5,1,22.5,F,10,10,5,0.000111111,Rho,899,3321,,,,
5,1,22.5,G,10,10,5,0.000333333,Rho,844,3738,,,,
5,1,22.5,H,10,10,5,0.001,Rho,784,4041,,,,
5,1,22.5,A,11,10,5,0,Rho,778,3718,,,,
5,1,22.5,B,11,10,5,1.37174E-06,Rho,786,4088,,,,
5,1,22.5,C,11,10,5,4.11523E-06,Rho,798,4190,,,,
5,1,22.5,D,11,10,5,1.23457E-05,Rho,776,3734,,,,
5,1,22.5,E,11,10,5,3.7037E-05,Rho,715,3952,,,,
5,1,22.5,F,11,10,5,0.000111111,Rho,791,3753,,,,
5,1,22.5,G,11,10,5,0.000333333,Rho,811,4026,,,,
5,1,22.5,H,11,10,5,0.001,Rho,708,4312,,,,
5,1,22.5,A,12,10,5,0,Rho,690,4271,,,,
5,1,22.5,B,12,10,5,1.37174E-06,Rho,728,4305,,,,
5,1,22.5,C,12,10,5,4.11523E-06,Rho,776,3878,,,,
5,1,22.5,D,12,10,5,1.23457E-05,Rho,798,4374,,,,
5,1,22.5,E,12,10,5,3.7037E-05,Rho,735,4108,,,,
5,1,22.5,F,12,10,5,0.000111111,Rho,771,4067,,,,
5,1,22.5,G,12,10,5,0.000333333,Rho,707,3920,,,,
5,1,22.5,H,12,10,5,0.001,Rho,735,4478,,,,
3.75,0.75,27.5,A,1,11,6,0,TAAR5,1320,3728,,,,
3.75,0.75,27.5,B,1,11,6,1.37174E-06,TAAR5,2435,3837,,,,
3.75,0.75,27.5,C,1,11,6,4.11523E-06,TAAR5,4050,3795,,,,
3.75,0.75,27.5,D,1,11,6,1.23457E-05,TAAR5,8645,3544,,,,
3.75,0.75,27.5,E,1,11,6,3.7037E-05,TAAR5,13968,3505,,,,
3.75,0.75,27.5,F,1,11,6,0.000111111,TAAR5,19055,3216,,,,
3.75,0.75,27.5,G,1,11,6,0.000333333,TAAR5,20430,3030,,,,
3.75,0.75,27.5,H,1,11,6,0.001,TAAR5,21975,2895,,,,
3.75,0.75,27.5,A,2,11,6,0,TAAR5,1411,3445,,,,
3.75,0.75,27.5,B,2,11,6,1.37174E-06,TAAR5,2136,3595,,,,
3.75,0.75,27.5,C,2,11,6,4.11523E-06,TAAR5,4247,3356,,,,
3.75,0.75,27.5,D,2,11,6,1.23457E-05,TAAR5,9012,3266,,,,
3.75,0.75,27.5,E,2,11,6,3.7037E-05,TAAR5,15259,3195,,,,
3.75,0.75,27.5,F,2,11,6,0.000111111,TAAR5,19817,2953,,,,
3.75,0.75,27.5,G,2,11,6,0.000333333,TAAR5,23907,2842,,,,
3.75,0.75,27.5,H,2,11,6,0.001,TAAR5,21092,2911,,,,
3.75,0.75,27.5,A,3,11,6,0,TAAR5,1390,3811,,,,
3.75,0.75,27.5,B,3,11,6,1.37174E-06,TAAR5,2125,3597,,,,
3.75,0.75,27.5,C,3,11,6,4.11523E-06,TAAR5,4201,3310,,,,
3.75,0.75,27.5,D,3,11,6,1.23457E-05,TAAR5,9577,3303,,,,
3.75,0.75,27.5,E,3,11,6,3.7037E-05,TAAR5,13752,3032,,,,
3.75,0.75,27.5,F,3,11,6,0.000111111,TAAR5,18202,2816,,,,
3.75,0.75,27.5,G,3,11,6,0.000333333,TAAR5,21973,2515,,,,
3.75,0.75,27.5,H,3,11,6,0.001,TAAR5,21325,2535,,,,
3.75,0.75,27.5,A,4,11,6,0,Rho,1053,3661,,,,
3.75,0.75,27.5,B,4,11,6,1.37174E-06,Rho,979,3356,,,,
3.75,0.75,27.5,C,4,11,6,4.11523E-06,Rho,930,3252,,,,
3.75,0.75,27.5,D,4,11,6,1.23457E-05,Rho,992,3137,,,,
3.75,0.75,27.5,E,4,11,6,3.7037E-05,Rho,1049,2875,,,,
3.75,0.75,27.5,F,4,11,6,0.000111111,Rho,1125,2725,,,,
3.75,0.75,27.5,G,4,11,6,0.000333333,Rho,1141,2852,,,,
3.75,0.75,27.5,H,4,11,6,0.001,Rho,1115,2843,,,,
3.75,0.75,27.5,A,5,11,6,0,Rho,985,3769,,,,
3.75,0.75,27.5,B,5,11,6,1.37174E-06,Rho,943,3515,,,,
3.75,0.75,27.5,C,5,11,6,4.11523E-06,Rho,961,3467,,,,
3.75,0.75,27.5,D,5,11,6,1.23457E-05,Rho,1006,3189,,,,
3.75,0.75,27.5,E,5,11,6,3.7037E-05,Rho,1011,3206,,,,
3.75,0.75,27.5,F,5,11,6,0.000111111,Rho,1118,3098,,,,
3.75,0.75,27.5,G,5,11,6,0.000333333,Rho,982,3037,,,,
3.75,0.75,27.5,H,5,11,6,0.001,Rho,985,3157,,,,
3.75,0.75,27.5,A,6,11,6,0,Rho,1121,3560,,,,
3.75,0.75,27.5,B,6,11,6,1.37174E-06,Rho,948,3235,,,,
3.75,0.75,27.5,C,6,11,6,4.11523E-06,Rho,993,3286,,,,
3.75,0.75,27.5,D,6,11,6,1.23457E-05,Rho,1070,3228,,,,
3.75,0.75,27.5,E,6,11,6,3.7037E-05,Rho,1113,2772,,,,
3.75,0.75,27.5,F,6,11,6,0.000111111,Rho,1111,2756,,,,
3.75,0.75,27.5,G,6,11,6,0.000333333,Rho,1119,3107,,,,
3.75,0.75,27.5,H,6,11,6,0.001,Rho,1077,2992,,,,
5,5,10,A,7,12,6,0,TAAR5,285,8493,,,,
5,5,10,B,7,12,6,1.37174E-06,TAAR5,783,8505,,,,
5,5,10,C,7,12,6,4.11523E-06,TAAR5,2309,7805,,,,
5,5,10,D,7,12,6,1.23457E-05,TAAR5,5269,7720,,,,
5,5,10,E,7,12,6,3.7037E-05,TAAR5,9023,7386,,,,
5,5,10,F,7,12,6,0.000111111,TAAR5,12106,6940,,,,
5,5,10,G,7,12,6,0.000333333,TAAR5,14886,6812,,,,
5,5,10,H,7,12,6,0.001,TAAR5,13946,6735,,,,
5,5,10,A,8,12,6,0,TAAR5,309,7724,,,,
5,5,10,B,8,12,6,1.37174E-06,TAAR5,785,8565,,,,
5,5,10,C,8,12,6,4.11523E-06,TAAR5,2203,7694,,,,
5,5,10,D,8,12,6,1.23457E-05,TAAR5,5185,7781,,,,
5,5,10,E,8,12,6,3.7037E-05,TAAR5,7952,7067,,,,
5,5,10,F,8,12,6,0.000111111,TAAR5,11684,7127,,,,
5,5,10,G,8,12,6,0.000333333,TAAR5,13621,6796,,,,
5,5,10,H,8,12,6,0.001,TAAR5,13601,6797,,,,
5,5,10,A,9,12,6,0,TAAR5,292,9180,,,,
5,5,10,B,9,12,6,1.37174E-06,TAAR5,729,8155,,,,
5,5,10,C,9,12,6,4.11523E-06,TAAR5,2436,7626,,,,
5,5,10,D,9,12,6,1.23457E-05,TAAR5,4295,7479,,,,
5,5,10,E,9,12,6,3.7037E-05,TAAR5,7861,6278,,,,
5,5,10,F,9,12,6,0.000111111,TAAR5,9648,6167,,,,
5,5,10,G,9,12,6,0.000333333,TAAR5,12817,6014,,,,
5,5,10,H,9,12,6,0.001,TAAR5,12812,6107,,,,
5,5,10,A,10,12,6,0,Rho,217,8943,,,,
5,5,10,B,10,12,6,1.37174E-06,Rho,199,9035,,,,
5,5,10,C,10,12,6,4.11523E-06,Rho,223,8509,,,,
5,5,10,D,10,12,6,1.23457E-05,Rho,256,7737,,,,
5,5,10,E,10,12,6,3.7037E-05,Rho,288,7834,,,,
5,5,10,F,10,12,6,0.000111111,Rho,277,7598,,,,
5,5,10,G,10,12,6,0.000333333,Rho,330,7212,,,,
5,5,10,H,10,12,6,0.001,Rho,273,7643,,,,
5,5,10,A,11,12,6,0,Rho,230,8927,,,,
5,5,10,B,11,12,6,1.37174E-06,Rho,247,8486,,,,
5,5,10,C,11,12,6,4.11523E-06,Rho,233,8361,,,,
5,5,10,D,11,12,6,1.23457E-05,Rho,258,8409,,,,
5,5,10,E,11,12,6,3.7037E-05,Rho,215,8016,,,,
5,5,10,F,11,12,6,0.000111111,Rho,279,8104,,,,
5,5,10,G,11,12,6,0.000333333,Rho,223,7564,,,,
5,5,10,H,11,12,6,0.001,Rho,225,7674,,,,
5,5,10,A,12,12,6,0,Rho,201,8850,,,,
5,5,10,B,12,12,6,1.37174E-06,Rho,225,9151,,,,
5,5,10,C,12,12,6,4.11523E-06,Rho,221,9087,,,,
5,5,10,D,12,12,6,1.23457E-05,Rho,235,8767,,,,
5,5,10,E,12,12,6,3.7037E-05,Rho,204,8436,,,,
5,5,10,F,12,12,6,0.000111111,Rho,193,8613,,,,
5,5,10,G,12,12,6,0.000333333,Rho,213,8658,,,,
5,5,10,H,12,12,6,0.001,Rho,203,7974,,,,
5,5,10,A,1,H3A,7,0,TAAR5,290,2069,,,,
5,5,10,B,1,H3A,7,1.37174E-06,TAAR5,394,1710,,,,
5,5,10,C,1,H3A,7,4.11523E-06,TAAR5,886,1737,,,,
5,5,10,D,1,H3A,7,1.23457E-05,TAAR5,2067,1624,,,,
5,5,10,E,1,H3A,7,3.7037E-05,TAAR5,3928,1527,,,,
5,5,10,F,1,H3A,7,0.000111111,TAAR5,5507,1502,,,,
5,5,10,G,1,H3A,7,0.000333333,TAAR5,6593,1533,,,,
5,5,10,H,1,H3A,7,0.001,TAAR5,6739,1572,,,,
5,5,10,A,2,H3A,7,0,TAAR5,291,1532,,,,
5,5,10,B,2,H3A,7,1.37174E-06,TAAR5,412,1658,,,,
5,5,10,C,2,H3A,7,4.11523E-06,TAAR5,951,1644,,,,
5,5,10,D,2,H3A,7,1.23457E-05,TAAR5,2144,1455,,,,
5,5,10,E,2,H3A,7,3.7037E-05,TAAR5,4012,1471,,,,
5,5,10,F,2,H3A,7,0.000111111,TAAR5,5494,1359,,,,
5,5,10,G,2,H3A,7,0.000333333,TAAR5,6497,1294,,,,
5,5,10,H,2,H3A,7,0.001,TAAR5,6705,1431,,,,
5,5,10,A,3,H3A,7,0,TAAR5,240,1639,,,,
5,5,10,B,3,H3A,7,1.37174E-06,TAAR5,350,1547,,,,
5,5,10,C,3,H3A,7,4.11523E-06,TAAR5,888,1427,,,,
5,5,10,D,3,H3A,7,1.23457E-05,TAAR5,2168,1428,,,,
5,5,10,E,3,H3A,7,3.7037E-05,TAAR5,4111,1323,,,,
5,5,10,F,3,H3A,7,0.000111111,TAAR5,5738,1332,,,,
5,5,10,G,3,H3A,7,0.000333333,TAAR5,6403,1349,,,,
5,5,10,H,3,H3A,7,0.001,TAAR5,7176,1317,,,,
5,5,10,A,4,H3A,7,0,TAAR5,267,1656,,,,
5,5,10,B,4,H3A,7,1.37174E-06,TAAR5,387,1449,,,,
5,5,10,C,4,H3A,7,4.11523E-06,TAAR5,877,1430,,,,
5,5,10,D,4,H3A,7,1.23457E-05,TAAR5,2321,1296,,,,
5,5,10,E,4,H3A,7,3.7037E-05,TAAR5,3988,1208,,,,
5,5,10,F,4,H3A,7,0.000111111,TAAR5,5670,1281,,,,
5,5,10,G,4,H3A,7,0.000333333,TAAR5,6611,1211,,,,
5,5,10,H,4,H3A,7,0.001,TAAR5,6922,1385,,,,
5,5,10,A,5,H3A,7,0,TAAR5,226,1589,,,,
5,5,10,B,5,H3A,7,1.37174E-06,TAAR5,422,1397,,,,
5,5,10,C,5,H3A,7,4.11523E-06,TAAR5,899,1272,,,,
5,5,10,D,5,H3A,7,1.23457E-05,TAAR5,2360,1268,,,,
5,5,10,E,5,H3A,7,3.7037E-05,TAAR5,4177,1236,,,,
5,5,10,F,5,H3A,7,0.000111111,TAAR5,5663,1207,,,,
5,5,10,G,5,H3A,7,0.000333333,TAAR5,6688,1474,,,,
5,5,10,H,5,H3A,7,0.001,TAAR5,7210,1392,,,,
5,5,10,A,6,H3A,7,0,TAAR5,248,1565,,,,
5,5,10,B,6,H3A,7,1.37174E-06,TAAR5,406,1415,,,,
5,5,10,C,6,H3A,7,4.11523E-06,TAAR5,996,1430,,,,
5,5,10,D,6,H3A,7,1.23457E-05,TAAR5,2304,1353,,,,
5,5,10,E,6,H3A,7,3.7037E-05,TAAR5,4012,1429,,,,
5,5,10,F,6,H3A,7,0.000111111,TAAR5,5510,1256,,,,
5,5,10,G,6,H3A,7,0.000333333,TAAR5,6466,1396,,,,
5,5,10,H,6,H3A,7,0.001,TAAR5,6825,1447,,,,
5,5,10,A,7,H3A,7,0,Rho,326,1956,,,,
5,5,10,B,7,H3A,7,1.37174E-06,Rho,404,2022,,,,
5,5,10,C,7,H3A,7,4.11523E-06,Rho,383,1985,,,,
5,5,10,D,7,H3A,7,1.23457E-05,Rho,371,1843,,,,
5,5,10,E,7,H3A,7,3.7037E-05,Rho,391,1888,,,,
5,5,10,F,7,H3A,7,0.000111111,Rho,432,1949,,,,
5,5,10,G,7,H3A,7,0.000333333,Rho,422,2189,,,,
5,5,10,H,7,H3A,7,0.001,Rho,452,2389,,,,
5,5,10,A,8,H3A,7,0,Rho,312,1953,,,,
5,5,10,B,8,H3A,7,1.37174E-06,Rho,377,1941,,,,
5,5,10,C,8,H3A,7,4.11523E-06,Rho,373,1976,,,,
5,5,10,D,8,H3A,7,1.23457E-05,Rho,368,1923,,,,
5,5,10,E,8,H3A,7,3.7037E-05,Rho,376,1904,,,,
5,5,10,F,8,H3A,7,0.000111111,Rho,429,1746,,,,
5,5,10,G,8,H3A,7,0.000333333,Rho,455,2076,,,,
5,5,10,H,8,H3A,7,0.001,Rho,565,2328,,,,
5,5,10,A,9,H3A,7,0,Rho,341,1994,,,,
5,5,10,B,9,H3A,7,1.37174E-06,Rho,372,1955,,,,
5,5,10,C,9,H3A,7,4.11523E-06,Rho,380,1832,,,,
5,5,10,D,9,H3A,7,1.23457E-05,Rho,384,1819,,,,
5,5,10,E,9,H3A,7,3.7037E-05,Rho,334,1635,,,,
5,5,10,F,9,H3A,7,0.000111111,Rho,348,1900,,,,
5,5,10,G,9,H3A,7,0.000333333,Rho,443,2073,,,,
5,5,10,H,9,H3A,7,0.001,Rho,497,2183,,,,
5,5,10,A,10,H3A,7,0,Rho,373,2122,,,,
5,5,10,B,10,H3A,7,1.37174E-06,Rho,383,2105,,,,
5,5,10,C,10,H3A,7,4.11523E-06,Rho,363,2030,,,,
5,5,10,D,10,H3A,7,1.23457E-05,Rho,363,1960,,,,
5,5,10,E,10,H3A,7,3.7037E-05,Rho,355,1990,,,,
5,5,10,F,10,H3A,7,0.000111111,Rho,337,1910,,,,
5,5,10,G,10,H3A,7,0.000333333,Rho,395,2159,,,,
5,5,10,H,10,H3A,7,0.001,Rho,495,2250,,,,
5,5,10,A,11,H3A,7,0,Rho,344,2142,,,,
5,5,10,B,11,H3A,7,1.37174E-06,Rho,410,2121,,,,
5,5,10,C,11,H3A,7,4.11523E-06,Rho,376,2099,,,,
5,5,10,D,11,H3A,7,1.23457E-05,Rho,380,1990,,,,
5,5,10,E,11,H3A,7,3.7037E-05,Rho,357,1930,,,,
5,5,10,F,11,H3A,7,0.000111111,Rho,356,1954,,,,
5,5,10,G,11,H3A,7,0.000333333,Rho,369,2203,,,,
5,5,10,H,11,H3A,7,0.001,Rho,522,2313,,,,
5,5,10,A,12,H3A,7,0,Rho,353,2081,,,,
5,5,10,B,12,H3A,7,1.37174E-06,Rho,374,2209,,,,
5,5,10,C,12,H3A,7,4.11523E-06,Rho,362,2197,,,,
5,5,10,D,12,H3A,7,1.23457E-05,Rho,328,1974,,,,
5,5,10,E,12,H3A,7,3.7037E-05,Rho,365,2032,,,,
5,5,10,F,12,H3A,7,0.000111111,Rho,385,2148,,,,
5,5,10,G,12,H3A,7,0.000333333,Rho,399,2165,,,,
5,5,10,H,12,H3A,7,0.001,Rho,466,2124,,,,
5,5,10,A,1,H3A,8,0,TAAR5,369,1488,,,,
5,5,10,B,1,H3A,8,1.37174E-06,TAAR5,525,1553,,,,
5,5,10,C,1,H3A,8,4.11523E-06,TAAR5,1028,1419,,,,
5,5,10,D,1,H3A,8,1.23457E-05,TAAR5,2154,1541,,,,
5,5,10,E,1,H3A,8,3.7037E-05,TAAR5,3957,1536,,,,
5,5,10,F,1,H3A,8,0.000111111,TAAR5,5594,1652,,,,
5,5,10,G,1,H3A,8,0.000333333,TAAR5,5993,1629,,,,
5,5,10,H,1,H3A,8,0.001,TAAR5,3958,1611,,,,
5,5,10,A,2,H3A,8,0,TAAR5,328,1644,,,,
5,5,10,B,2,H3A,8,1.37174E-06,TAAR5,434,1349,,,,
5,5,10,C,2,H3A,8,4.11523E-06,TAAR5,1225,1379,,,,
5,5,10,D,2,H3A,8,1.23457E-05,TAAR5,2298,1348,,,,
5,5,10,E,2,H3A,8,3.7037E-05,TAAR5,4304,1320,,,,
5,5,10,F,2,H3A,8,0.000111111,TAAR5,5122,1367,,,,
5,5,10,G,2,H3A,8,0.000333333,TAAR5,6287,1306,,,,
5,5,10,H,2,H3A,8,0.001,TAAR5,4301,1426,,,,
5,5,10,A,3,H3A,8,0,TAAR5,341,1444,,,,
5,5,10,B,3,H3A,8,1.37174E-06,TAAR5,425,1311,,,,
5,5,10,C,3,H3A,8,4.11523E-06,TAAR5,981,1195,,,,
5,5,10,D,3,H3A,8,1.23457E-05,TAAR5,2397,1220,,,,
5,5,10,E,3,H3A,8,3.7037E-05,TAAR5,4350,1188,,,,
5,5,10,F,3,H3A,8,0.000111111,TAAR5,5340,1192,,,,
5,5,10,G,3,H3A,8,0.000333333,TAAR5,6469,1157,,,,
5,5,10,H,3,H3A,8,0.001,TAAR5,4552,1401,,,,
5,5,10,A,4,H3A,8,0,TAAR5,294,1432,,,,
5,5,10,B,4,H3A,8,1.37174E-06,TAAR5,442,1320,,,,
5,5,10,C,4,H3A,8,4.11523E-06,TAAR5,1105,1189,,,,
5,5,10,D,4,H3A,8,1.23457E-05,TAAR5,2454,1184,,,,
5,5,10,E,4,H3A,8,3.7037E-05,TAAR5,3939,1081,,,,
5,5,10,F,4,H3A,8,0.000111111,TAAR5,5667,1108,,,,
5,5,10,G,4,H3A,8,0.000333333,TAAR5,6581,1242,,,,
5,5,10,H,4,H3A,8,0.001,TAAR5,4674,1221,,,,
5,5,10,A,5,H3A,8,0,TAAR5,228,1302,,,,
5,5,10,B,5,H3A,8,1.37174E-06,TAAR5,427,1219,,,,
5,5,10,C,5,H3A,8,4.11523E-06,TAAR5,938,1147,,,,
5,5,10,D,5,H3A,8,1.23457E-05,TAAR5,2628,1101,,,,
5,5,10,E,5,H3A,8,3.7037E-05,TAAR5,4176,1074,,,,
5,5,10,F,5,H3A,8,0.000111111,TAAR5,5249,1031,,,,
5,5,10,G,5,H3A,8,0.000333333,TAAR5,6216,1135,,,,
5,5,10,H,5,H3A,8,0.001,TAAR5,4713,1213,,,,
5,5,10,A,6,H3A,8,0,TAAR5,242,1427,,,,
5,5,10,B,6,H3A,8,1.37174E-06,TAAR5,377,1106,,,,
5,5,10,C,6,H3A,8,4.11523E-06,TAAR5,977,1067,,,,
5,5,10,D,6,H3A,8,1.23457E-05,TAAR5,2586,1110,,,,
5,5,10,E,6,H3A,8,3.7037E-05,TAAR5,4019,1025,,,,
5,5,10,F,6,H3A,8,0.000111111,TAAR5,5196,1030,,,,
5,5,10,G,6,H3A,8,0.000333333,TAAR5,6034,1161,,,,
5,5,10,H,6,H3A,8,0.001,TAAR5,4871,1154,,,,
5,5,10,A,7,H3A,8,0,Rho,342,1644,,,,
5,5,10,B,7,H3A,8,1.37174E-06,Rho,326,1600,,,,
5,5,10,C,7,H3A,8,4.11523E-06,Rho,329,1521,,,,
5,5,10,D,7,H3A,8,1.23457E-05,Rho,330,1633,,,,
5,5,10,E,7,H3A,8,3.7037E-05,Rho,347,1497,,,,
